word,bound,flag,label,radical,pinyin
听,S,v,O,口,tīng
鸡,B,i,B-Nature,鸟,jī
声,M,i,O,士,shēng
来,M,i,O,木,lái
问,M,i,O,门,wèn
寝,E,i,O,宀,qǐn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
忽,S,d,O,心,hū
惊,S,v,O,忄,jīng
蚁,S,ng,B-Nature,虫,yǐ
梦,S,n,O,木,mèng
先,S,d,O,儿,xiān
归,S,v,O,彐,guī
泉,S,n,O,水,quán
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
玉,B,nr,O,玉,yù
雁,M,nr,O,隹,yàn
儿,E,nr,O,儿,ér
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
生,S,vn,O,生,shēng
〕,S,x,O,UNK,UNK
你,S,r,O,亻,nǐ
怎,S,r,O,心,zěn
便,S,d,O,亻,biàn
先,S,d,O,儿,xiān
归,S,v,O,彐,guī
黄,B,n,B-Color,黄,huáng
土,E,n,I-Color,土,tǔ
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
楼,B,n,O,木,lóu
台,E,n,O,口,tái
银,B,n,B-Color,钅,yín
铺,E,n,I-Color,钅,pū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
遍,S,v,O,辶,biàn
青,B,ns,B-Color,青,qīng
山,E,ns,I-Color,山,shān
浑,B,a,O,氵,hún
如,E,a,O,女,rú
画,B,n,O,田,huà
图,E,n,O,囗,tú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
你,S,r,O,亻,nǐ
腰,B,n,B-Color,月,yāo
金,M,n,I-Color,金,jīn
衣,M,n,B-Color,衣,yī
紫,E,n,I-Color,糸,zǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
四,M,m,O,囗,sì
十,M,m,O,十,shí
二,E,m,O,二,èr
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
一,B,m,O,一,yī
门,E,m,O,门,mén
旌,B,n,O,方,jīng
奖,E,n,O,大,jiǎng
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
逍,B,a,O,辶,xiāo
遥,E,a,O,辶,yáo
乐,S,a,O,丿,lè
】,S,x,O,KUO,KUO
你,S,r,O,亻,nǐ
看,S,v,O,目,kàn
两,S,m,O,一,liǎng
木,S,n,O,木,mù
连,S,u,B-Nature,辶,lián
枝,S,q,I-Nature,木,zhī
谁,S,r,O,讠,shuí
手,S,n,O,手,shǒu
栽,S,v,O,木,zāi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
相,B,a,O,目,xiāng
驯,E,a,O,马,xùn
白,B,nr,B-Color,白,bái
兔,E,nr,I-Color,刀,tù
走,S,v,O,走,zǒu
坟,B,n,O,土,fén
台,E,n,O,口,tái
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
〔,S,x,O,UNK,UNK
末,B,f,O,木,mò
上,E,f,O,一,shàng
介,S,v,O,人,jiè
〕,S,x,O,UNK,UNK
一,B,m,O,一,yī
封,E,m,O,寸,fēng
丹,B,nr,B-Color,丿,dān
诏,E,nr,I-Color,讠,zhào
从,S,p,O,人,cóng
天,B,s,O,大,tiān
下,E,s,O,一,xià
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
枯,B,n,B-Nature,木,kū
木,E,n,I-Nature,木,mù
生,S,vn,O,生,shēng
连,B,a,B-Nature,辶,lián
理,E,a,I-Nature,王,lǐ
之,S,u,O,丶,zhī
枝,S,q,O,木,zhī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
白,B,nr,B-Color,白,bái
兔,E,nr,I-Color,刀,tù
有,S,v,O,月,yǒu
驯,B,v,O,马,xùn
扰,E,v,O,扌,rǎo
之,S,u,O,丶,zhī
性,S,n,O,忄,xìng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
六,S,m,O,八,liù
么,S,nr,O,丿,mó
令,S,nrt,O,人,líng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
末,S,f,O,木,mò
〕,S,x,O,UNK,UNK
连,B,nr,B-Nature,辶,lián
枝,M,nr,I-Nature,木,zhī
异,E,nr,O,廾,yì
木,B,nr,B-Nature,木,mù
新,E,nr,O,斤,xīn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
见,S,v,O,见,jiàn
坟,B,n,O,土,fén
台,E,n,O,口,tái
白,B,nr,B-Color,白,bái
兔,E,nr,I-Color,刀,tù
如,S,v,O,女,rú
驯,S,n,O,马,xùn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
禽,B,n,B-Nature,人,qín
兽,E,n,I-Nature,丷,shòu
草,B,n,B-Nature,艹,cǎo
木,E,n,I-Nature,木,mù
尚,S,d,O,小,shàng
怀,B,nr,O,忄,huái
仁,E,nr,O,亻,rén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
这,S,r,O,辶,zhè
一,B,m,O,一,yī
封,E,m,O,寸,fēng
丹,S,nr,B-Color,丿,dān
诏,S,ng,I-Color,讠,zhào
必,S,d,O,心,bì
因,S,p,O,囗,yīn
君,S,n,O,口,jūn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
争,B,v,O,刀,zhēng
得,E,v,O,彳,dé
梅,B,nr,B-Nature,木,méi
花,E,nr,I-Nature,艹,huā
扑,B,v,O,扌,pū
鼻,E,v,O,鼻,bí
香,S,ns,O,香,xiāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
〔,S,x,O,UNK,UNK
生,S,vn,O,生,shēng
、,S,x,O,UNK,UNK
旦,S,j,O,日,dàn
、,S,x,O,UNK,UNK
贴,S,v,O,贝,tiē
下,S,f,O,一,xià
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
外,S,f,O,夕,wài
引,S,v,O,弓,yǐn
侍,B,v,O,亻,shì
从,E,v,O,人,cóng
上,S,f,O,一,shàng
〕,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
走,B,v,O,走,zǒu
遍,E,v,O,辶,biàn
红,B,n,B-Color,纟,hóng
尘,E,n,I-Color,小,chén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
还,B,v,O,辶,huán
有,E,v,O,月,yǒu
区,B,n,O,匚,qū
区,E,n,O,匚,qū
犬,B,n,B-Nature,犬,quǎn
马,E,n,I-Nature,马,mǎ
报,B,n,O,扌,bào
效,E,n,O,攵,xiào
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
此,S,r,O,止,cǐ
金,S,n,B-Nature,金,jīn
断,B,d,O,斤,duàn
然,E,d,O,灬,rán
不,B,d,O,一,bù
敢,E,d,O,攵,gǎn
受,S,v,O,又,shòu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
永,S,ns,O,水,yǒng
团,B,n,O,囗,tuán
圆,E,n,O,囗,yuán
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
众,S,ng,O,人,zhòng
〕,S,x,O,UNK,UNK
万,B,ns,O,一,wàn
古,E,ns,O,口,gǔ
青,S,a,B-Color,青,qīng
编,B,n,I-Color,纟,biān
记,E,n,O,讠,jì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
自,B,v,O,自,zì
居,E,v,O,尸,jū
墓,B,n,O,土,mù
室,E,n,O,宀,shì
已,S,d,O,己,yǐ
三,B,m,O,一,sān
年,E,m,O,干,nián
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
何,B,nr,O,亻,hé
幸,M,nr,O,干,xìng
丹,E,nr,B-Color,丿,dān
书,S,n,I-Color,乙,shū
下,S,f,O,一,xià
九,B,t,O,丿,jiǔ
天,E,t,O,大,tiān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
