word,bound,flag,label,radical,pinyin
十,B,m,O,十,shí
郎,E,m,O,阝,láng
上,S,f,O,一,shàng
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
鸾,B,n,B-Nature,鸟,luán
凤,E,n,I-Nature,几,fèng
绕,B,v,O,纟,rào
身,E,v,O,身,shēn
飞,S,n,O,飞,fēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
五,B,n,B-Color,二,wǔ
色,E,n,I-Color,色,sè
祥,B,ns,O,礻,xiáng
云,E,ns,O,二,yún
递,S,v,O,辶,dì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
姓,B,n,O,女,xìng
字,E,n,O,子,zì
先,B,n,O,儿,xiān
传,M,n,O,亻,chuán
帝,E,n,O,巾,dì
主,B,n,O,丶,zhǔ
知,E,n,O,矢,zhī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
唱,B,v,O,口,chàng
彻,E,v,O,彳,chè
龙,B,nr,B-Nature,龙,lóng
颜,E,nr,O,页,yán
喜,S,v,O,口,xǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
滴,B,o,O,氵,dī
溜,E,o,O,氵,liū
子,S,ng,O,子,zǐ
】,S,x,O,KUO,KUO
宫,B,n,O,宀,gōng
袍,E,n,O,衤,páo
赐,B,v,O,贝,cì
宴,E,v,O,宀,yàn
锦,S,ns,O,钅,jǐn
桃,B,n,B-Nature,木,táo
花,E,n,I-Nature,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
曲,B,ns,O,曰,qū
江,E,ns,O,氵,jiāng
排,B,v,O,扌,pái
比,E,v,O,比,bǐ
醉,B,nr,O,酉,zuì
春,E,nr,O,日,chūn
筵,S,n,O,竹,yán
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
红,B,nr,B-Color,纟,hóng
笺,E,nr,I-Color,竹,jiān
一,B,m,O,一,yī
片,E,m,O,片,piàn
桂,B,nr,B-Nature,木,guì
花,M,nr,I-Nature,艹,huā
香,E,nr,O,香,xiāng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
今,B,t,O,人,jīn
宵,E,t,O,宀,xiāo
热,S,a,O,灬,rè
赶,S,v,O,走,gǎn
在,S,p,O,土,zài
谁,S,r,O,讠,shuí
边,S,d,O,辶,biān
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
尾,B,n,O,尸,wěi
声,E,n,O,士,shēng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
铃,B,nr,O,钅,líng
索,E,nr,O,糸,suǒ
一,B,m,O,一,yī
声,E,m,O,士,shēng
花,S,v,B-Nature,艹,huā
满,B,nz,O,氵,mǎn
院,E,nz,O,阝,yuàn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
这,S,r,O,辶,zhè
清,B,a,O,氵,qīng
高,E,a,O,高,gāo
富,B,a,O,宀,fù
贵,E,a,O,贝,guì
无,B,d,O,一,wú
边,E,d,O,辶,biān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
多,S,m,O,夕,duō
和,S,c,O,口,hé
少,B,v,O,小,shǎo
留,E,v,O,田,liú
些,S,q,O,二,xiē
故,B,n,O,攵,gù
事,E,n,O,亅,shì
与,S,p,O,一,yǔ
人,S,n,O,人,rén
传,S,n,O,亻,chuán
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
桂,B,nr,B-Nature,木,guì
林,E,nr,I-Nature,木,lín
春,B,nr,O,日,chūn
殿,E,nr,O,殳,diàn
一,B,m,O,一,yī
枝,E,m,O,木,zhī
新,S,a,O,斤,xīn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
满,B,nz,O,氵,mǎn
路,E,nz,O,足,lù
青,B,ns,B-Color,青,qīng
云,E,ns,I-Color,二,yún
属,S,v,O,尸,shǔ
后,B,n,O,口,hòu
尘,E,n,O,小,chén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
莫,B,nr,O,艹,mò
道,E,nr,O,辶,dào
杏,B,ns,B-Nature,木,xìng
园,E,ns,O,囗,yuán
香,B,n,O,香,xiāng
色,E,n,O,色,sè
晚,S,t,O,日,wǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
当,B,n,O,彐,dāng
筵,E,n,O,竹,yán
还,S,d,O,辶,huán
作,S,v,O,亻,zuò
探,B,n,O,扌,tàn
花,E,n,B-Nature,艹,huā
人,S,n,O,人,rén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
二,M,m,O,二,èr
十,M,m,O,十,shí
二,E,m,O,二,èr
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
惜,B,v,O,忄,xī
别,E,v,O,刂,bié
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
番,S,q,O,田,fān
卜,B,v,O,卜,bǔ
算,E,v,O,竹,suàn
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
十,B,m,O,十,shí
郎,E,m,O,阝,láng
上,S,f,O,一,shàng
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
春,B,n,O,日,chūn
色,E,n,O,色,sè
暗,S,d,O,日,àn
蓬,B,nr,O,艹,péng
莱,E,nr,O,艹,lái
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
紫,B,nr,B-Color,糸,zǐ
陌,E,nr,I-Color,阝,mò
朝,S,p,O,月,zhāo
初,B,f,O,刀,chū
下,E,f,O,一,xià
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
玉,B,nr,O,玉,yù
堂,M,nr,O,土,táng
铃,E,nr,O,钅,líng
索,B,d,O,糸,suǒ
动,E,d,O,力,dòng
边,S,d,O,辶,biān
愁,S,v,O,心,chóu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
宝,B,nr,O,宀,bǎo
剑,E,nr,O,刂,jiàn
悲,B,n,O,心,bēi
离,M,n,O,亠,lí
匣,E,n,O,匚,xiá
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
［,S,x,O,UNK,UNK
浣,S,vg,O,氵,huàn
沙,B,nr,O,氵,shā
溪,E,nr,O,氵,xī
］,S,x,O,UNK,UNK
御,S,vg,O,彳,yù
宿,B,nr,O,宀,sù
高,M,nr,O,高,gāo
花,E,nr,O,艹,huā
满,S,v,O,氵,mǎn
桂,B,nr,B-Nature,木,guì
林,E,nr,I-Nature,木,lín
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
令,B,nrt,O,人,líng
君,E,nrt,O,口,jūn
香,S,a,O,香,xiāng
暖,S,a,O,日,nuǎn
出,S,v,O,凵,chū
衣,B,n,O,衣,yī
襟,E,n,O,衤,jīn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
玉,B,nr,O,玉,yù
池,M,nr,O,氵,chí
仙,E,nr,O,亻,xiān
篆,S,ng,O,竹,zhuàn
正,S,d,O,止,zhèng
堪,B,v,O,土,kān
临,E,v,O,丨,lín
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
青,B,n,O,青,qīng
儿,E,n,O,儿,ér
上,S,f,O,一,shàng
）,S,x,O,UNK,UNK
漏,B,n,O,氵,lòu
长,E,n,O,长,cháng
丹,B,nr,B-Color,丿,dān
凤,E,nr,I-Color,几,fèng
阙,S,nr,I-Color,门,quē
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,B,nr,B-Nature,艹,huā
满,E,nr,O,氵,mǎn
白,B,nr,B-Color,白,bái
云,E,nr,I-Color,二,yún
司,S,nr,I-Color,口,sī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
夜,B,n,O,夕,yè
游,E,n,O,氵,yóu
朝,S,ns,O,月,zhāo
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
花,B,nr,O,艹,huā
卿,E,nr,O,卩,qīng
、,S,x,O,UNK,UNK
石,B,n,O,石,shí
子,E,n,O,子,zǐ
英,S,j,O,艹,yīng
、,S,x,O,UNK,UNK
尚,B,n,O,小,shàng
子,E,n,O,子,zǐ
毗,B,v,O,比,pí
上,E,v,O,一,shàng
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
名,B,n,O,口,míng
胜,E,n,O,月,shèng
翩,B,nr,O,羽,piān
联,E,nr,O,耳,lián
西,B,ns,O,覀,xī
北,E,ns,O,匕,běi
去,S,v,O,厶,qù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
时,B,n,O,日,shí
难,E,n,O,隹,nán
驻,B,v,O,马,zhù
离,E,v,O,亠,lí
思,B,v,O,心,sī
愁,E,v,O,心,chóu
余,S,m,O,人,yú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
玉,B,v,O,玉,yù
镂,E,v,O,钅,lòu
衢,B,ns,O,行,qú
鞍,E,ns,O,革,ān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,S,v,B-Nature,艹,huā
明,S,ag,O,日,míng
攂,S,zg,O,扌,léi
剑,S,n,O,刂,jiàn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
皎,B,z,O,白,jiǎo
日,E,z,O,日,rì
寸,B,n,O,寸,cùn
心,E,n,O,心,xīn
相,B,d,O,目,xiāng
许,E,d,O,讠,xǔ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
青,B,n,O,青,qīng
儿,E,n,O,儿,ér
）,S,x,O,UNK,UNK
桃,B,n,B-Nature,木,táo
花,E,n,I-Nature,艹,huā
嘶,B,a,O,口,sī
别,E,a,O,刂,bié
路,S,n,O,足,lù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
竹,B,n,B-Nature,竹,zhú
叶,E,n,I-Nature,口,yè
满,B,v,O,氵,mǎn
离,E,v,O,亠,lí
尊,S,v,O,寸,zūn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
禀,S,v,O,示,bǐng
老,B,n,O,耂,lǎo
爷,E,n,O,父,yé
：,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
酒,S,n,O,酉,jiǔ
到,S,v,O,刂,dào
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
把,B,v,O,扌,bǎ
酒,E,v,O,酉,jiǔ
介,S,nr,O,人,jiè
）,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
皂,B,n,O,白,zào
罗,M,n,O,罒,luó
袍,E,n,O,衤,páo
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
十,B,m,O,十,shí
郎,E,m,O,阝,láng
）,S,x,O,UNK,UNK
红,B,nr,B-Color,纟,hóng
亭,E,nr,I-Color,亠,tíng
一,B,m,O,一,yī
路,E,m,O,足,lù
羽,B,nr,O,羽,yǔ
旗,M,nr,O,方,qí
飞,E,nr,O,飞,fēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
参,B,n,O,厶,cān
差,E,n,O,工,chà
色,B,n,O,色,sè
映,E,n,O,日,yìng
桃,B,n,B-Nature,木,táo
花,E,n,I-Nature,艹,huā
水,S,n,O,水,shuǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
合,S,v,O,口,hé
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
黄,B,ns,B-Color,黄,huáng
山,E,ns,I-Color,山,shān
路,S,n,O,足,lù
绕,S,v,O,纟,rào
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
青,B,nr,B-Color,青,qīng
骊,E,nr,I-Color,马,lí
去,S,v,O,厶,qù
迟,S,a,O,辶,chí
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
花,B,n,O,艹,huā
石,E,n,O,石,shí
尚,S,d,O,小,shàng
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
早,S,a,O,日,zǎo
是,S,v,O,日,shì
销,B,n,O,钅,xiāo
魂,E,n,O,鬼,hún
别,S,d,O,刂,bié
去,S,v,O,厶,qù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
似,S,vg,O,亻,sì
猿,S,ng,O,犭,yuán
断,S,v,O,斤,duàn
三,B,m,O,一,sān
声,E,m,O,士,shēng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
鹤,S,n,O,鸟,hè
回,S,v,O,囗,huí
五,B,m,O,二,wǔ
里,E,m,O,里,lǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
香,B,nr,O,香,xiāng
柳,M,nr,O,木,liǔ
娘,E,nr,O,女,niáng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
送,B,v,O,辶,sòng
征,E,v,O,彳,zhēng
人,B,n,O,人,rén
泪,E,n,O,氵,lèi
滋,S,v,O,氵,zī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
送,B,v,O,辶,sòng
征,E,v,O,彳,zhēng
人,B,n,O,人,rén
泪,E,n,O,氵,lèi
滋,S,v,O,氵,zī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
流,B,n,O,氵,liú
尘,E,n,O,小,chén
叠,S,v,O,又,dié
骑,S,v,O,马,qí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
飘,B,nr,O,风,piāo
霞,E,nr,O,雨,xiá
乱,S,d,O,乙,luàn
日,S,m,O,日,rì
翻,B,v,O,羽,fān
红,E,v,B-Color,纟,hóng
旆,S,g,I-Color,方,pèi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
合,S,v,O,口,hé
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
听,S,v,O,口,tīng
边,B,s,O,辶,biān
头,E,s,O,大,tóu
笛,S,n,O,竹,dí
吹,S,v,O,口,chuī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
听,S,v,O,口,tīng
边,B,s,O,辶,biān
头,E,s,O,大,tóu
笛,S,n,O,竹,dí
吹,S,v,O,口,chuī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
折,S,m,O,扌,zhē
柳,B,n,B-Nature,木,liǔ
题,E,n,O,页,tí
梅,S,nr,B-Nature,木,méi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
封,B,n,O,寸,fēng
书,E,n,O,乙,shū
好,S,a,O,女,hǎo
寄,S,v,O,宀,jì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
花,B,n,O,艹,huā
石,E,n,O,石,shí
尚,S,d,O,小,shàng
）,S,x,O,UNK,UNK
暖,S,a,O,日,nuǎn
春,S,tg,O,日,chūn
云,B,nr,B-Nature,二,yún
雁,M,nr,I-Nature,隹,yàn
飞,E,nr,O,飞,fēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
暖,S,a,O,日,nuǎn
春,S,tg,O,日,chūn
云,B,nr,B-Nature,二,yún
雁,M,nr,I-Nature,隹,yàn
飞,E,nr,O,飞,fēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
离,S,v,O,亠,lí
声,S,q,O,士,shēng
怯,S,a,O,忄,qiè
路,S,n,O,足,lù
岐,S,ng,O,山,qí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
乡,B,n,O,乙,xiāng
心,E,n,O,心,xīn
转,S,v,O,车,zhuǎn
嘹,B,a,O,口,liáo
唳,E,a,O,口,lì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
合,B,v,O,口,hé
前,E,v,O,刂,qián
）,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
尾,B,n,O,尸,wěi
声,E,n,O,士,shēng
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
合,S,v,O,口,hé
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
陌,B,a,O,阝,mò
暖,E,a,O,日,nuǎn
春,B,n,O,日,chūn
烟,E,n,O,火,yān
醉,S,v,O,酉,zuì
柳,B,nr,B-Nature,木,liǔ
丝,E,nr,I-Nature,一,sī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
叫,S,v,O,口,jiào
不,B,v,O,一,bù
住,E,v,O,亻,zhù
嘶,S,vg,O,口,sī
尘,S,ng,O,小,chén
别,B,n,O,刂,bié
骑,E,n,O,马,qí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
还,S,d,O,辶,huán
记,B,v,O,讠,jì
取,E,v,O,又,qǔ
长,B,ns,O,长,cháng
乐,E,ns,O,丿,lè
疏,S,vg,O,疋,shū
钟,S,n,O,钅,zhōng
夜,B,t,O,夕,yè
半,E,t,O,十,bàn
时,S,n,O,日,shí
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
惹,S,v,O,心,rě
春,B,n,O,日,chūn
风,E,n,O,风,fēng
鬓,B,n,O,髟,bìn
丝,E,n,O,一,sī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
惹,S,v,O,心,rě
春,B,n,O,日,chūn
风,E,n,O,风,fēng
鬓,B,n,O,髟,bìn
丝,E,n,O,一,sī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
南,B,t,O,十,nán
来,E,t,O,木,lái
北,B,t,O,匕,běi
去,E,t,O,厶,qù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
飘,B,v,O,风,piāo
风,E,v,O,风,fēng
泊,B,n,O,氵,bó
浪,E,n,O,氵,làng
宁,B,d,O,宀,níng
由,M,d,O,田,yóu
自,E,d,O,自,zì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
信,S,n,O,亻,xìn
人,B,n,O,人,rén
生,E,n,O,生,shēng
马,B,n,O,马,mǎ
蹄,E,n,O,足,tí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
信,S,n,O,亻,xìn
人,B,n,O,人,rén
生,E,n,O,生,shēng
马,B,n,O,马,mǎ
蹄,E,n,O,足,tí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
愁,S,v,O,心,chóu
杀,S,v,O,木,shā
路,S,n,O,足,lù
傍,B,t,O,亻,bàng
儿,E,t,O,儿,ér
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,n,B-Color,纟,hóng
尘,E,n,I-Color,小,chén
蔽,S,v,O,艹,bì
千,B,q,O,十,qiān
里,E,q,O,里,lǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
万,B,m,O,一,wàn
里,E,m,O,里,lǐ
鸣,B,ns,O,鸟,míng
沙,E,ns,O,氵,shā
拥,B,v,O,扌,yōng
战,E,v,O,戈,zhàn
尘,S,n,O,小,chén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
轻,S,a,O,车,qīng
弓,S,v,O,弓,gōng
短,B,n,O,矢,duǎn
剑,E,n,O,刂,jiàn
出,S,v,O,凵,chū
西,B,t,O,覀,xī
秦,E,t,O,禾,qín
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
征,B,n,O,彳,zhēng
衫,E,n,O,衤,shān
已,S,d,O,己,yǐ
带,S,v,O,巾,dài
青,B,ns,O,青,qīng
羌,M,ns,O,八,qiāng
色,E,ns,O,色,sè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
别,B,n,O,刂,bié
泪,E,n,O,氵,lèi
还,S,d,O,辶,huán
持,B,v,O,扌,chí
送,E,v,O,辶,sòng
故,B,n,O,攵,gù
人,E,n,O,人,rén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
二,M,m,O,二,èr
十,M,m,O,十,shí
三,E,m,O,一,sān
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
话,B,n,O,讠,huà
别,E,n,O,刂,bié
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
步,B,n,O,止,bù
步,E,n,O,止,bù
娇,S,a,O,女,jiāo
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
（,S,x,O,UNK,UNK
郑,B,nr,O,阝,zhèng
六,M,nr,O,八,liù
娘,E,nr,O,女,niáng
上,S,f,O,一,shàng
）,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
红,B,n,B-Color,纟,hóng
焦,E,n,I-Color,灬,jiāo
抱,B,v,O,扌,bào
泣,E,v,O,氵,qì
回,S,v,O,囗,huí
云,S,n,O,二,yún
帐,S,q,O,巾,zhàng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
谩,B,n,O,讠,mán
银,M,n,B-Color,钅,yín
泥,E,n,I-Color,氵,ní
印,B,n,O,卩,yìn
仙,E,n,O,亻,xiān
掌,S,v,O,手,zhǎng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
香,B,ns,O,香,xiāng
云,E,ns,O,二,yún
结,B,n,O,纟,jié
梦,M,n,O,木,mèng
长,E,n,O,长,cháng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
小,B,nr,O,小,xiǎo
玉,E,nr,O,玉,yù
窗,B,s,O,穴,chuāng
前,E,s,O,刂,qián
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
夭,S,vg,O,大,yāo
桃,B,n,B-Nature,木,táo
叶,E,n,I-Nature,口,yè
上,S,f,O,一,shàng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
倚,S,v,O,亻,yǐ
得,S,ud,O,彳,dé
婿,S,ng,O,女,xù
为,S,p,O,丶,wéi
郎,S,ng,O,阝,láng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
轻,B,i,B-Nature,车,qīng
鸳,M,i,I-Nature,鸟,yuān
怕,E,i,O,忄,pà
（,S,x,O,UNK,UNK
樱,B,n,O,木,yīng
桃,E,n,O,木,táo
）,S,x,O,UNK,UNK
在,S,p,O,土,zài
红,B,n,B-Color,纟,hóng
楼,E,n,I-Color,木,lóu
上,S,f,O,一,shàng
叙,B,v,O,又,xù
别,E,v,O,刂,bié
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
好,S,a,O,女,hǎo
不,S,d,O,一,bù
悲,B,z,O,心,bēi
啼,E,z,O,口,tí
哩,S,y,O,口,li
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
（,S,x,O,UNK,UNK
六,S,m,O,八,liù
娘,S,n,O,女,niáng
悲,S,an,O,心,bēi
介,S,v,O,人,jiè
）,S,x,O,UNK,UNK
我,S,r,O,戈,wǒ
的,S,uj,O,白,dí
儿,S,n,O,儿,ér
呵,S,y,O,口,hē
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
醉,S,v,O,酉,zuì
扶,B,v,O,扌,fú
归,E,v,O,彐,guī
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
合,B,v,O,口,hé
欢,E,v,O,欠,huān
衾,S,g,O,衣,qīn
覆,S,vg,O,覀,fù
着,S,uz,O,目,zhuó
才,S,d,O,扌,cái
停,S,v,O,亻,tíng
帖,S,q,O,巾,tiè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
连,S,nr,O,辶,lián
心,S,n,O,心,xīn
花,B,v,O,艹,huā
结,E,v,O,纟,jié
得,S,ud,O,彳,dé
好,S,a,O,女,hǎo
周,S,nr,O,口,zhōu
遮,S,v,O,辶,zhē
。,S,x,O,UNK,UNK
