word,bound,flag,label,radical,pinyin
名,B,n,O,口,míng
画,E,n,O,田,huà
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
芸,B,n,B-Nature,艹,yún
叶,E,n,I-Nature,口,yè
分,B,v,O,刀,fēn
香,E,v,O,香,xiāng
走,B,n,O,走,zǒu
鱼,E,n,B-Nature,鱼,yú
蠹,S,n,O,虫,dù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
芙,B,n,B-Nature,艹,fú
蓉,E,n,I-Nature,艹,róng
藏,B,nz,B-Color,艹,cáng
粉,E,nz,I-Color,米,fěn
养,S,n,O,丷,yǎng
龙,B,ns,B-Nature,龙,lóng
宾,E,ns,O,宀,bīn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
凤,S,nr,B-Nature,几,fèng
哹,S,zg,I-Nature,口,fú
马,S,n,B-Nature,马,mǎ
肝,S,n,I-Nature,月,gān
和,S,c,O,口,hé
那,S,r,O,阝,nà
鸲,B,n,B-Nature,鸟,qú
鹆,E,n,I-Nature,鸟,yù
眼,S,n,I-Nature,目,yǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
免,B,v,O,刀,miǎn
毫,E,v,O,毛,háo
麋,B,n,B-Nature,鹿,mí
尾,E,n,I-Nature,尸,wěi
和,S,c,O,口,hé
那,S,r,O,阝,nà
犀,S,n,B-Nature,牛,xī
象,B,v,I-Nature,豕,xiàng
管,E,v,I-Nature,竹,guǎn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
积,S,v,B-Nature,禾,jī
金,B,n,I-Nature,金,jīn
花,E,n,I-Nature,艹,huā
玉,B,n,O,玉,yù
版,E,n,O,片,bǎn
之,S,u,O,丶,zhī
笺,S,v,O,竹,jiān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
列,B,nr,O,刂,liè
锦,M,nr,O,钅,jǐn
纹,E,nr,O,纟,wén
铜,B,n,B-Nature,钅,tóng
绿,E,n,I-Nature,纟,lǜ
之,B,ns,O,丶,zhī
格,E,ns,O,木,gé
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
多,S,m,O,夕,duō
买,S,v,O,乙,mǎi
胭,B,n,O,月,yān
脂,E,n,O,月,zhī
画,S,n,O,田,huà
牡,B,ns,B-Nature,牜,mǔ
丹,E,ns,I-Nature,丿,dān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,S,x,O,UNK,UNK
〔,S,x,O,UNK,UNK
下,S,f,O,一,xià
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
旦,B,t,O,日,dàn
上,E,t,O,一,shàng
〕,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
天,B,s,O,大,tiān
下,E,s,O,一,xià
乐,S,a,O,丿,lè
】,S,x,O,KUO,KUO
一,B,m,O,一,yī
片,E,m,O,片,piàn
花,B,nr,B-Nature,艹,huā
飞,E,nr,O,飞,fēi
故,B,n,O,攵,gù
苑,E,n,O,艹,yuàn
空,S,n,O,穴,kōng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,B,c,O,口,zhī
怕,E,c,O,忄,pà
东,B,n,O,一,dōng
风,E,n,O,风,fēng
羞,B,z,O,羊,xiū
落,M,z,B-Nature,艹,là
红,E,z,I-Nature,纟,hóng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
阶,S,n,O,阝,jiē
下,B,v,O,一,xià
落,E,v,B-Color,艹,là
红,S,a,I-Color,纟,hóng
三,B,m,O,一,sān
四,M,m,O,囗,sì
点,E,m,O,灬,diǎn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
醉,S,v,O,酉,zuì
扶,B,v,O,扌,fú
归,E,v,O,彐,guī
】,S,x,O,KUO,KUO
凤,B,nr,B-Nature,几,fèng
枕,M,nr,O,木,zhěn
鸾,E,nr,B-Nature,鸟,luán
衾,S,g,O,衣,qīn
也,S,d,O,乙,yě
曾,S,d,O,曰,zēng
共,S,d,O,八,gòng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
倒,S,v,O,亻,dǎo
凭,B,v,O,几,píng
著,E,v,O,艹,zhù
兔,B,n,B-Nature,刀,tù
毫,E,n,O,毛,háo
茧,S,ng,B-Nature,艹,jiǎn
纸,S,n,O,纟,zhǐ
将,S,d,O,寸,jiāng
他,S,r,O,亻,tā
动,S,v,O,力,dòng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
胡,S,nr,O,月,hú
不,S,d,O,一,bù
如,B,nr,O,女,rú
皋,E,nr,O,白,gāo
鱼,S,n,B-Nature,鱼,yú
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
黄,B,nr,B-Color,黄,huáng
允,E,nr,O,儿,yǔn
何,B,c,O,亻,hé
其,E,c,O,八,qí
愚,S,v,O,心,yú
！,S,x,O,UNK,UNK
风,B,n,B-Nature,风,fēng
木,E,n,I-Nature,木,mù
有,S,v,O,月,yǒu
馀,S,g,O,饣,yú
恨,S,v,O,忄,hèn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
连,B,a,B-Nature,辶,lián
理,E,a,I-Nature,王,lǐ
无,B,i,O,一,wú
傍,M,i,O,亻,bàng
枝,E,i,O,木,zhī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
寄,S,v,O,宀,jì
与,S,p,O,一,yǔ
青,B,ns,B-Color,青,qīng
云,E,ns,I-Color,二,yún
客,S,n,O,宀,kè
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
纵,S,n,O,纟,zòng
认,B,v,O,讠,rèn
不,M,v,O,一,bù
得,E,v,O,彳,dé
这,S,r,O,辶,zhè
丹,B,nr,B-Color,丿,dān
青,E,nr,I-Color,青,qīng
貌,S,ng,O,豸,mào
不,B,a,O,一,bù
同,E,a,O,口,tóng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
若,S,c,O,艹,ruò
认,B,v,O,讠,rèn
得,E,v,O,彳,dé
我,S,r,O,戈,wǒ
翰,B,n,B-Color,羽,hàn
墨,E,n,I-Color,土,mò
教,B,n,O,攵,jiào
心,E,n,O,心,xīn
先,B,a,O,儿,xiān
痛,E,a,O,疒,tòng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
三,M,m,O,一,sān
十,M,m,O,十,shí
七,E,m,O,一,qī
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
书,B,n,O,乙,shū
馆,E,n,O,饣,guǎn
悲,B,i,O,心,bēi
逢,E,i,O,辶,féng
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
鹊,B,ns,O,鸟,què
桥,E,ns,O,木,qiáo
仙,S,ng,O,亻,xiān
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
生,B,n,O,生,shēng
上,E,n,O,一,shàng
〕,S,x,O,UNK,UNK
上,S,f,O,一,shàng
林,S,ng,B-Nature,木,lín
游,B,v,O,氵,yóu
赏,E,v,O,贝,shǎng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
醉,S,v,O,酉,zuì
后,B,n,O,口,hòu
人,E,n,O,人,rén
扶,S,v,O,扌,fú
马,B,d,B-Nature,马,mǎ
上,E,d,O,一,shàng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,nr,B-Color,金,jīn
莲,M,nr,I-Color,艹,lián
花,E,nr,I-Color,艹,huā
炬,S,g,O,火,jù
照,S,v,O,灬,zhào
回,B,n,O,囗,huí
廊,E,n,O,广,láng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
正,B,n,O,止,zhèng
院,E,n,O,阝,yuàn
宇,B,nr,O,宀,yǔ
梅,E,nr,B-Color,木,méi
梢,S,ng,I-Color,木,shāo
月,S,n,O,月,yuè
上,S,f,O,一,shàng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
日,S,m,O,日,rì
晏,S,nr,O,日,yàn
下,S,f,O,一,xià
彤,B,n,B-Color,彡,tóng
闱,E,n,I-Color,门,wéi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
平,B,a,O,干,píng
明,E,a,O,日,míng
登,S,v,O,癶,dēng
紫,B,nr,B-Color,糸,zǐ
阁,E,nr,I-Color,门,gé
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
解,B,nr,O,角,jiě
三,M,nr,O,一,sān
醒,E,nr,O,酉,xǐng
】,S,x,O,KUO,KUO
我,S,r,O,戈,wǒ
只,S,d,O,口,zhī
为,S,p,O,丶,wéi
其,B,r,O,八,qí
中,E,r,O,丨,zhōng
自,B,v,O,自,zì
有,E,v,O,月,yǒu
黄,B,n,B-Color,黄,huáng
金,M,n,I-Color,金,jīn
屋,E,n,I-Color,尸,wū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
反,B,v,O,又,fǎn
教,E,v,O,攵,jiào
我,S,r,O,戈,wǒ
撇,B,v,O,扌,piē
却,E,v,O,卩,què
椿,B,n,B-Nature,木,chūn
庭,E,n,O,广,tíng
萱,S,n,B-Nature,艹,xuān
草,B,n,I-Nature,艹,cǎo
堂,E,n,O,土,táng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
绿,S,a,B-Color,纟,lǜ
鬓,B,n,I-Color,髟,bìn
妇,E,n,O,女,fù
何,B,d,O,亻,hé
故,E,d,O,攵,gù
在,S,p,O,土,zài
他,S,r,O,亻,tā
方,S,n,O,方,fāng
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
太,B,n,O,大,tài
师,E,n,O,巾,shī
引,S,v,O,弓,yǐn
】,S,x,O,KUO,KUO
天,B,s,O,大,tiān
下,E,s,O,一,xià
也,S,d,O,乙,yě
有,S,v,O,月,yǒu
面,B,n,O,面,miàn
貌,E,n,O,豸,mào
厮,B,v,O,厂,sī
象,E,v,O,豕,xiàng
的,S,uj,O,白,dí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
须,S,d,O,页,xū
知,B,v,O,矢,zhī
道,E,v,O,辶,dào
仲,B,nr,O,亻,zhòng
尼,E,nr,O,尸,ní
阳,B,nr,B-Nature,阝,yáng
虎,E,nr,I-Nature,虍,hǔ
一,B,a,O,一,yī
般,E,a,O,舟,bān
庞,S,nr,O,广,páng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
丹,B,nr,B-Color,丿,dān
青,E,nr,I-Color,青,qīng
匠,S,ng,O,匚,jiàng
由,S,p,O,田,yóu
他,S,r,O,亻,tā
主,B,n,O,丶,zhǔ
张,E,n,O,弓,zhāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
夜,B,n,O,夕,yè
游,E,n,O,氵,yóu
湖,S,ns,O,氵,hú
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
贴,S,v,O,贝,tiē
上,S,f,O,一,shàng
〕,S,x,O,UNK,UNK
翰,B,n,B-Color,羽,hàn
墨,E,n,I-Color,土,mò
关,B,n,O,丷,guān
心,E,n,O,心,xīn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
丹,B,nr,B-Color,丿,dān
青,E,nr,I-Color,青,qīng
入,B,v,O,入,rù
眼,E,v,O,目,yǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
腰,B,n,B-Color,月,yāo
金,M,n,I-Color,金,jīn
衣,M,n,B-Color,衣,yī
紫,E,n,I-Color,糸,zǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
铧,S,x,O,钅,huá
锹,S,n,O,钅,qiāo
儿,S,n,O,儿,ér
】,S,x,O,KUO,KUO
没,B,l,O,氵,méi
来,M,l,O,木,lái
由,E,l,O,田,yóu
漾,S,v,O,氵,yàng
却,S,d,O,卩,què
苦,S,a,B-Nature,艹,kǔ
李,S,nr,I-Nature,木,lǐ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
再,S,d,O,冂,zài
寻,S,v,O,寸,xún
甜,B,n,B-Nature,甘,tián
桃,E,n,I-Nature,木,táo
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
贴,S,v,O,贝,tiē
〕,S,x,O,UNK,UNK
看,S,v,O,目,kàn
你,S,r,O,亻,nǐ
紫,B,n,B-Color,糸,zǐ
袍,E,n,I-Color,衤,páo
挂,B,n,O,扌,guà
体,E,n,O,亻,tǐ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,n,B-Color,金,jīn
带,E,n,I-Color,巾,dài
垂,B,v,O,土,chuí
腰,E,v,O,月,yāo
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,n,B-Color,金,jīn
花,E,n,I-Color,艹,huā
紫,S,a,B-Color,糸,zǐ
诰,S,n,I-Color,讠,gào
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
今,B,t,O,人,jīn
宵,E,t,O,宀,xiāo
剩,S,v,O,刂,shèng
把,S,p,O,扌,bǎ
银,B,n,B-Color,钅,yín
缸,E,n,I-Color,缶,gāng
照,S,v,O,灬,zhào
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
三,M,m,O,一,sān
十,M,m,O,十,shí
八,E,m,O,八,bā
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
张,B,nr,O,弓,zhāng
公,M,nr,O,八,gōng
遇,E,nr,O,辶,yù
使,S,v,O,亻,shǐ
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
虞,B,nr,O,虍,yú
美,M,nr,O,八,měi
人,E,nr,O,人,rén
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
末,B,f,O,木,mò
上,E,f,O,一,shàng
〕,S,x,O,UNK,UNK
青,B,ns,B-Color,青,qīng
山,E,ns,I-Color,山,shān
古,B,nr,B-Nature,口,gǔ
木,E,nr,I-Nature,木,mù
何,B,c,O,亻,hé
时,E,c,O,日,shí
了,S,ul,O,乙,liǎo
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
悲,B,n,O,心,bēi
风,E,n,O,风,fēng
萧,B,nr,O,艹,xiāo
瑟,E,nr,O,王,sè
起,S,v,O,走,qǐ
松,S,v,B-Nature,木,sōng
楸,S,g,I-Nature,木,qiū
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
步,B,n,O,止,bù
步,E,n,O,止,bù
娇,S,a,O,女,jiāo
】,S,x,O,KUO,KUO
只,B,v,O,口,zhī
见,E,v,O,见,jiàn
黄,B,nr,B-Color,黄,huáng
叶,E,nr,I-Color,口,yè
飘,B,z,O,风,piāo
飘,E,z,O,风,piāo
把,S,p,O,扌,bǎ
坟,B,n,O,土,fén
头,E,n,O,大,tóu
覆,S,v,O,覀,fù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
厮,B,v,O,厂,sī
赶,E,v,O,走,gǎn
的,S,uj,O,白,dí
皆,B,i,O,白,jiē
狐,M,i,B-Nature,犭,hú
兔,E,i,I-Nature,刀,tù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
敢,S,v,O,攵,gǎn
是,S,v,O,日,shì
谁,S,r,O,讠,shuí
砍,S,v,O,石,kǎn
了,S,ul,O,乙,liǎo
树,B,n,B-Nature,木,shù
木,E,n,I-Nature,木,mù
去,S,v,O,厶,qù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
为,S,p,O,丶,wéi
甚,S,dg,O,甘,shèn
松,S,v,B-Nature,木,sōng
楸,S,g,I-Nature,木,qiū
渐,B,d,O,氵,jiàn
渐,E,d,O,氵,jiàn
疏,S,v,O,疋,shū
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
却,S,d,O,卩,què
原,B,d,O,厂,yuán
来,E,d,O,木,lái
是,S,v,O,日,shì
苔,S,ng,B-Nature,艹,tái
把,S,p,O,扌,bǎ
砖,S,n,O,石,zhuān
封,S,q,O,寸,fēng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
笋,S,n,B-Nature,竹,sǔn
迸,S,v,O,辶,bèng
泥,B,n,O,氵,ní
路,E,n,O,足,lù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
夜,B,n,O,夕,yè
静,E,n,O,青,jìng
水,B,n,O,水,shuǐ
深,E,n,O,氵,shēn
鱼,S,n,B-Nature,鱼,yú
不,S,d,O,一,bù
饵,S,ng,O,饣,ěr
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
三,M,m,O,一,sān
十,M,m,O,十,shí
九,E,m,O,丿,jiǔ
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
散,S,v,O,攵,sàn
髮,S,zg,O,髟,fà
归,S,v,O,彐,guī
林,S,ng,O,木,lín
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
风,B,n,O,风,fēng
入,M,n,O,入,rù
松,E,n,O,木,sōng
慢,S,a,O,忄,màn
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
外,B,f,O,夕,wài
上,E,f,O,一,shàng
〕,S,x,O,UNK,UNK
女,B,n,O,女,nǚ
萝,E,n,O,艹,luó
松,B,nr,B-Nature,木,sōng
柏,E,nr,I-Nature,木,bǎi
望,S,v,O,月,wàng
相,B,nr,O,目,xiāng
依,E,nr,O,亻,yī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
况,S,c,O,冫,kuàng
景,B,nr,O,日,jǐng
入,M,nr,O,入,rù
桑,M,nr,B-Nature,木,sāng
榆,E,nr,I-Nature,木,yú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
他,S,r,O,亻,tā
椿,B,v,B-Nature,木,chūn
庭,M,v,O,广,tíng
萱,M,v,B-Nature,艹,xuān
室,E,v,O,宀,shì
齐,S,d,O,齐,qí
倾,B,v,O,亻,qīng
弃,E,v,O,廾,qì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
怎,S,r,O,心,zěn
不,B,v,O,一,bù
想,E,v,O,心,xiǎng
家,S,q,O,宀,jiā
山,S,n,O,山,shān
桃,B,n,B-Nature,木,táo
李,E,n,I-Nature,木,lǐ
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
中,B,n,B-Nature,丨,zhōng
雀,E,n,I-Nature,隹,què
误,S,n,O,讠,wù
看,B,n,O,目,kàn
屏,E,n,O,尸,píng
里,S,f,O,里,lǐ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
乘,B,nz,O,丿,chéng
龙,E,nz,B-Nature,龙,lóng
难,S,a,O,隹,nán
驻,S,v,O,马,zhù
门,B,n,O,门,mén
楣,E,n,O,木,méi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
四,M,m,O,囗,sì
十,E,m,O,十,shí
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
李,B,nr,O,木,lǐ
旺,E,nr,O,日,wàng
回,B,v,O,囗,huí
话,E,v,O,讠,huà
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
柳,S,n,O,木,liǔ
穿,S,v,O,穴,chuān
鱼,S,n,O,鱼,yú
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
丑,S,a,O,一,chǒu
上,S,f,O,一,shàng
〕,S,x,O,UNK,UNK
夜,B,n,O,夕,yè
静,E,n,O,青,jìng
水,B,n,O,水,shuǐ
寒,M,n,O,宀,hán
鱼,E,n,B-Nature,鱼,yú
不,S,d,O,一,bù
食,S,v,O,飠,shí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
满,B,nz,O,氵,mǎn
船,E,nz,O,舟,chuán
空,B,v,O,穴,kōng
载,E,v,O,车,zǎi
月,S,m,O,月,yuè
明,B,v,O,日,míng
归,E,v,O,彐,guī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
