word,bound,flag,label,radical,pinyin
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
古,B,n,O,口,gǔ
风,E,n,O,风,fēng
】,S,x,O,KUO,KUO
画,B,n,O,田,huà
船,E,n,O,舟,chuán
歌,B,n,O,欠,gē
妓,E,n,O,女,jì
颜,B,nr,O,页,yán
如,M,nr,O,女,rú
花,E,nr,B-Nature,艹,huā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
尽,S,v,O,尸,jìn
交,B,n,O,亠,jiāo
弹,E,n,O,弓,dàn
铗,S,g,O,钅,jiá
叹,S,v,O,口,tàn
无,S,v,O,一,wú
鱼,S,n,B-Nature,鱼,yú
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,B,i,O,一,yī
跃,M,i,O,足,yuè
龙,M,i,B-Nature,龙,lóng
门,E,i,O,门,mén
从,S,p,O,人,cóng
所,B,n,O,户,suǒ
欲,E,n,O,欠,yù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
麻,B,n,O,麻,má
衣,E,n,O,衣,yī
换,S,v,O,扌,huàn
却,S,d,O,卩,què
荷,S,ng,B-Nature,艹,hé
衣,S,ng,O,衣,yī
绿,S,a,B-Color,纟,lǜ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
丹,B,nr,B-Color,丿,dān
墀,E,nr,I-Color,土,chí
拜,B,v,O,手,bài
舞,E,v,O,夕,wǔ
受,S,v,O,又,shòu
皇,B,n,O,白,huáng
恩,E,n,O,心,ēn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
水,B,n,O,水,shuǐ
底,E,n,O,广,dǐ
鱼,S,n,O,鱼,yú
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
末,B,f,O,木,mò
上,E,f,O,一,shàng
］,S,x,O,UNK,UNK
白,B,n,B-Color,白,bái
屋,E,n,I-Color,尸,wū
书,B,n,O,乙,shū
生,E,n,O,生,shēng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
蛟,S,ng,B-Nature,虫,jiāo
腾,S,v,O,月,téng
风,S,n,O,风,fēng
起,S,v,O,走,qǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
净,B,n,O,冫,jìng
上,E,n,O,一,shàng
］,S,x,O,UNK,UNK
白,B,nr,B-Color,白,bái
面,M,nr,I-Color,面,miàn
儿,E,nr,I-Color,儿,ér
郎,S,nr,O,阝,láng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
学,B,n,O,子,xué
疏,E,n,O,疋,shū
才,S,d,O,扌,cái
不,S,d,O,一,bù
广,S,a,O,广,guǎng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
粗,B,a,O,米,cū
豪,E,a,O,豕,háo
狂,B,v,O,犭,kuáng
放,E,v,O,攵,fàng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
指,S,n,O,扌,zhǐ
银,B,n,B-Color,钅,yín
瓶,E,n,I-Color,瓦,píng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
索,B,nr,O,糸,suǒ
酒,E,nr,O,酉,jiǔ
尝,S,v,O,小,cháng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
鸟,B,n,B-Nature,鸟,niǎo
数,E,n,O,攵,shù
飞,S,v,O,飞,fēi
也,S,d,O,乙,yě
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
学,S,v,O,子,xué
之,S,u,O,丶,zhī
不,B,d,O,一,bù
已,E,d,O,己,yǐ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
如,S,v,O,女,rú
鸟,S,n,B-Nature,鸟,niǎo
飞,S,v,O,飞,fēi
也,S,d,O,乙,yě
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
净,S,a,O,冫,jìng
］,S,x,O,UNK,UNK
鹏,S,nr,O,鸟,péng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
大,S,a,B-Nature,大,dà
鸟,S,n,I-Nature,鸟,niǎo
也,S,d,O,乙,yě
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
诚,S,a,O,讠,chéng
所,B,b,O,户,suǒ
谓,E,b,O,讠,wèi
马,B,nr,B-Nature,马,mǎ
牛,E,nr,I-Nature,牛,niú
而,S,c,O,而,ér
襟,S,n,O,衤,jīn
裾,S,ng,O,衤,jū
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
飞,B,n,B-Nature,飞,fēi
禽,E,n,I-Nature,人,qín
与,S,p,O,一,yǔ
走,B,n,B-Nature,走,zǒu
兽,E,n,I-Nature,丷,shòu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
有,B,n,O,月,yǒu
才,E,n,O,扌,cái
的,S,uj,O,白,dí
便,B,v,O,亻,biàn
能,E,v,O,月,néng
身,S,n,O,身,shēn
挂,B,v,B-Color,扌,guà
绿,E,v,I-Color,纟,lǜ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
三,E,m,O,一,sān
出,S,v,O,凵,chū
SPACE,S,x,O,UNK,UNK
庆,S,vg,O,广,qìng
诞,S,v,O,讠,dàn
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
高,S,a,O,高,gāo
阳,B,n,O,阝,yáng
台,E,n,O,口,tái
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
外,B,f,O,夕,wài
上,E,f,O,一,shàng
］,S,x,O,UNK,UNK
兔,B,i,B-Nature,刀,tù
走,M,i,O,走,zǒu
乌,M,i,B-Color,丿,wū
飞,E,i,O,飞,fēi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
鹧,B,n,O,鸟,zhè
鸪,M,n,O,鸟,gū
天,E,n,O,大,tiān
】,S,x,O,KUO,KUO
华,B,nz,B-Color,十,huá
发,E,nz,I-Color,又,fā
萧,B,nr,O,艹,xiāo
萧,E,nr,O,艹,xiāo
鬓,S,ng,O,髟,bìn
若,S,c,O,艹,ruò
霜,S,n,O,雨,shuāng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,S,d,O,口,zhī
把,S,p,O,扌,bǎ
丹,B,n,B-Color,丿,dān
心,E,n,I-Color,心,xīn
托,S,v,O,扌,tuō
上,B,ns,O,一,shàng
苍,E,ns,O,艹,cāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
聊,B,v,O,耳,liáo
备,E,v,O,夂,bèi
蔬,B,n,B-Nature,艹,shū
酒,E,n,O,酉,jiǔ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,B,m,O,一,yī
点,E,m,O,灬,diǎn
祥,B,nz,O,礻,xiáng
光,E,nz,O,儿,guāng
现,S,tg,O,见,xiàn
紫,B,nr,B-Color,糸,zǐ
薇,E,nr,I-Color,艹,wēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
匆,B,z,O,勹,cōng
匆,E,z,O,勹,cōng
瑞,B,n,O,王,ruì
气,E,n,O,气,qì
蔼,S,g,O,艹,ǎi
庭,S,ng,O,广,tíng
帏,S,n,O,巾,wéi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
齐,B,nz,O,齐,qí
簪,E,nz,O,日,zān
翠,B,nr,B-Color,羽,cuì
竹,E,nr,I-Color,竹,zhú
生,S,vn,O,生,shēng
春,B,n,O,日,chūn
意,E,n,O,心,yì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
共,S,d,O,八,gòng
饮,S,v,O,饣,yǐn
瑶,S,j,O,王,yáo
卮,S,g,O,㔾,zhī
介,B,nr,O,人,jiè
寿,M,nr,O,寸,shòu
眉,E,nr,O,目,méi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
腊,B,n,O,月,là
梅,E,n,O,木,méi
花,S,v,O,艹,huā
】,S,x,O,KUO,KUO
胭,B,n,O,月,yān
脂,E,n,O,月,zhī
腻,S,v,B-Color,月,nì
粉,B,n,I-Color,米,fěn
幸,E,n,O,干,xìng
丢,B,v,O,丿,diū
抹,E,v,O,扌,mǒ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
末,S,f,O,木,mò
］,S,x,O,UNK,UNK
牛,B,n,B-Nature,牛,niú
头,E,n,I-Nature,大,tóu
狱,B,n,O,犭,yù
卒,E,n,O,十,zú
做,S,v,O,亻,zuò
浑,B,n,O,氵,hún
家,E,n,O,宀,jiā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
丑,S,a,O,一,chǒu
见,S,v,O,见,jiàn
介,S,v,O,人,jiè
］,S,x,O,UNK,UNK
愿,S,v,O,心,yuàn
嫂,B,n,O,女,sǎo
嫂,E,n,O,女,sǎo
千,B,m,O,十,qiān
年,E,m,O,干,nián
朱,B,nr,B-Color,木,zhū
顶,E,nr,I-Color,页,dǐng
鹤,S,ns,I-Color,鸟,hè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
愿,S,v,O,心,yuàn
哥,B,ns,O,口,gē
哥,E,ns,O,口,gē
万,B,t,O,一,wàn
代,E,t,O,亻,dài
绿,B,nr,B-Color,纟,lǜ
毛,M,nr,I-Color,毛,máo
龟,E,nr,I-Color,刀,guī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
牵,S,v,O,牛,qiān
得,S,ud,O,彳,dé
一,B,m,O,一,yī
只,E,m,O,口,zhī
黄,B,nr,B-Color,黄,huáng
狗,E,nr,I-Color,犭,gǒu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
珍,B,n,O,王,zhēn
珠,E,n,O,王,zhū
帘,S,n,O,巾,lián
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
旦,B,t,O,日,dàn
上,E,t,O,一,shàng
］,S,x,O,UNK,UNK
庆,S,vg,O,广,qìng
老,B,n,O,耂,lǎo
圃,E,n,O,囗,pǔ
黄,B,n,B-Color,黄,huáng
花,E,n,I-Color,艹,huā
蚁,S,ng,B-Nature,虫,yǐ
晚,S,tg,O,日,wǎn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
纷,B,d,O,纟,fēn
纷,E,d,O,纟,fēn
红,B,nr,B-Color,纟,hóng
紫,M,nr,I-Color,糸,zǐ
竞,M,nr,O,立,jìng
芳,E,nr,O,艹,fāng
尘,S,ng,O,小,chén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
告,S,v,O,口,gào
爹,B,n,O,父,diē
爹,E,n,O,父,diē
知,B,v,O,矢,zhī
道,E,v,O,辶,dào
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
念,B,nr,O,心,niàn
玉,M,nr,B-Nature,玉,yù
莲,E,nr,I-Nature,艹,lián
温,B,nr,O,氵,wēn
清,E,nr,O,氵,qīng
之,S,u,O,丶,zhī
礼,S,n,O,礻,lǐ
尚,B,v,O,小,shàng
缺,E,v,O,缶,quē
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
蘋,S,yg,B-Nature,艹,pín
蘩,S,g,I-Nature,艹,fán
之,S,u,O,丶,zhī
事,B,l,O,亅,shì
未,M,l,O,木,wèi
谙,E,l,O,讠,ān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
有,S,v,O,月,yǒu
了,S,ul,O,乙,liǎo
这,S,r,O,辶,zhè
等,S,u,O,竹,děng
如,B,i,O,女,rú
花,M,i,B-Nature,艹,huā
似,M,i,O,亻,sì
玉,E,i,O,玉,yù
的,S,uj,O,白,dí
女,B,n,O,女,nǚ
儿,E,n,O,儿,ér
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
锦,B,n,O,钅,jǐn
堂,E,n,O,土,táng
月,S,m,O,月,yuè
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
旦,S,j,O,日,dàn
］,S,x,O,UNK,UNK
华,B,nz,B-Color,十,huá
发,E,nz,I-Color,又,fā
斑,B,z,O,文,bān
斑,E,z,O,文,bān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
堪,B,v,O,土,kān
并,E,v,O,干,bìng
凤,B,n,B-Nature,几,fèng
髓,M,n,I-Nature,骨,suǐ
龙,M,n,B-Nature,龙,lóng
肝,E,n,I-Nature,月,gān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
簪,S,zg,O,日,zān
翠,B,nr,B-Color,羽,cuì
竹,E,nr,I-Color,竹,zhú
同,B,n,O,口,tóng
乐,E,n,O,丿,lè
同,B,v,O,口,tóng
欢,E,v,O,欠,huān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
饮,S,v,O,饣,yǐn
绿,S,a,B-Color,纟,lǜ
醑,S,g,I-Color,酉,xǔ
齐,S,a,O,齐,qí
歌,S,n,O,欠,gē
齐,B,v,O,齐,qí
唱,E,v,O,口,chàng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
净,S,a,O,冫,jìng
］,S,x,O,UNK,UNK
霞,S,n,O,雨,xiá
绡,S,g,O,纟,xiāo
杏,S,ng,B-Nature,木,xìng
脸,S,n,O,月,liǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
朱,B,nr,B-Color,木,zhū
颜,E,nr,I-Color,页,yán
去,S,v,O,厶,qù
不,S,d,O,一,bù
回,S,v,O,囗,huí
还,S,d,O,辶,huán
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
椿,S,g,B-Nature,木,chūn
老,B,n,O,耂,lǎo
萱,E,n,B-Nature,艹,xuān
衰,S,v,O,衣,shuāi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
外,S,f,O,夕,wài
］,S,x,O,UNK,UNK
人,S,n,O,人,rén
老,B,n,O,耂,lǎo
花,E,n,B-Nature,艹,huā
残,S,n,O,歹,cán
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
合,B,v,O,口,hé
前,E,v,O,刂,qián
］,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
醉,B,nr,O,酉,zuì
翁,E,nr,O,羽,wēng
子,S,ng,O,子,zǐ
】,S,x,O,KUO,KUO
直,B,n,O,目,zhí
饮,E,n,O,饣,yǐn
到,S,v,O,刂,dào
月,S,m,O,月,yuè
转,S,v,O,车,zhuǎn
花,S,v,B-Nature,艹,huā
梢,S,ng,I-Nature,木,shāo
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
［,S,x,O,UNK,UNK
外,S,f,O,夕,wài
］,S,x,O,UNK,UNK
品,B,n,O,口,pǐn
竹,M,n,B-Nature,竹,zhú
弹,M,n,O,弓,dàn
丝,E,n,O,一,sī
敲,B,v,O,攴,qiāo
象,E,v,B-Nature,豕,xiàng
板,S,n,O,木,bǎn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
银,B,n,B-Color,钅,yín
台,E,n,I-Color,口,tái
烧,S,v,O,火,shāo
绛,S,b,B-Color,纟,jiàng
蜡,S,n,I-Color,虫,là
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
宝,B,nr,O,宀,bǎo
鼎,E,nr,O,鼎,dǐng
喷,B,v,O,口,pēn
沉,E,v,B-Nature,氵,chén
檀,S,n,I-Nature,木,tán
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
望,S,v,O,月,wàng
乞,S,v,O,乙,qǐ
苍,B,n,O,艹,cāng
穹,E,n,O,穴,qióng
从,S,p,O,人,cóng
人,S,n,O,人,rén
愿,S,v,O,心,yuàn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
四,E,m,O,囗,sì
出,S,v,O,凵,chū
SPACE,S,x,O,UNK,UNK
堂,S,q,O,土,táng
试,S,v,O,讠,shì
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
水,B,n,O,水,shuǐ
底,E,n,O,广,dǐ
鱼,S,n,O,鱼,yú
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
净,B,n,O,冫,jìng
上,E,n,O,一,shàng
］,S,x,O,UNK,UNK
金,B,nz,B-Color,金,jīn
银,E,nz,I-Color,钅,yín
积,S,v,O,禾,jī
万,B,m,O,一,wàn
千,E,m,O,十,qiān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
五,E,m,O,二,wǔ
出,S,v,O,凵,chū
SPACE,S,x,O,UNK,UNK
启,S,v,O,口,qǐ
媒,S,n,O,女,méi
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
荷,B,n,O,艹,hé
叶,E,n,O,口,yè
鱼,B,n,O,鱼,yú
儿,E,n,O,儿,ér
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
外,B,f,O,夕,wài
上,E,f,O,一,shàng
］,S,x,O,UNK,UNK
万,S,m,B-Nature,一,wàn
花,S,v,I-Nature,艹,huā
深,B,s,O,氵,shēn
处,E,s,O,夂,chǔ
有,S,v,O,月,yǒu
鸣,S,v,B-Nature,鸟,míng
鸠,S,nr,I-Nature,鸟,jiū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
软,S,a,O,车,ruǎn
红,B,n,B-Color,纟,hóng
泥,E,n,I-Color,氵,ní
踏,B,z,B-Color,足,tà
青,E,z,I-Color,青,qīng
时,B,n,O,日,shí
候,E,n,O,亻,hòu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
试,S,v,O,讠,shì
蹑,B,z,O,足,niè
青,E,z,B-Color,青,qīng
鞋,S,n,I-Color,革,xié
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
慢,S,a,O,忄,màn
拖,S,v,O,扌,tuō
斑,B,n,B-Nature,文,bān
竹,E,n,I-Nature,竹,zhú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
自,S,p,O,自,zì
分,S,v,O,刀,fēn
老,B,nr,O,耂,lǎo
林,E,nr,B-Nature,木,lín
丘,S,nr,I-Nature,丿,qiū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
昔,B,t,O,日,xī
年,E,t,O,干,nián
碧,B,nr,B-Color,石,bì
水,E,nr,I-Color,水,shuǐ
壮,S,v,O,士,zhuàng
遨,B,v,O,辶,áo
游,E,v,O,氵,yóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
竹,B,n,B-Nature,竹,zhú
扉,E,n,I-Nature,户,fēi
上,S,f,O,一,shàng
是,S,v,O,日,shì
谁,S,r,O,讠,shuí
频,B,n,O,页,pín
扣,E,n,O,扌,kòu
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
三,S,m,O,一,sān
学,B,n,O,子,xué
士,E,n,O,士,shì
】,S,x,O,KUO,KUO
蔴,S,yg,B-Nature,艹,má
瓢,S,q,O,瓜,piáo
兀,B,d,O,儿,wù
自,E,d,O,自,zì
浮,B,nr,O,氵,fú
仙,M,nr,O,亻,xiān
涧,E,nr,O,氵,jiàn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,n,B-Color,纟,hóng
叶,E,n,I-Color,口,yè
犹,B,v,O,犭,yóu
能,E,v,O,月,néng
上,S,f,O,一,shàng
泝,S,yg,O,氵,sù
流,S,v,O,氵,liú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
管,B,nz,O,竹,guǎn
教,E,nz,O,攵,jiào
配,B,v,O,酉,pèi
合,E,v,O,口,hé
鸾,S,nr,B-Nature,鸟,luán
俦,S,g,O,亻,chóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
云,B,nr,O,二,yún
英,E,nr,O,艹,yīng
志,S,n,O,心,zhì
不,B,v,O,一,bù
存,E,v,O,子,cún
田,B,nr,O,田,tián
玉,E,nr,O,玉,yù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
织,B,n,O,纟,zhī
女,E,n,O,女,nǚ
期,B,v,O,月,qī
当,M,v,O,彐,dāng
订,E,v,O,讠,dìng
斗,S,vn,O,斗,dǒu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
牛,S,n,B-Nature,牛,niú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
六,E,m,O,八,liù
出,S,v,O,凵,chū
SPACE,S,x,O,UNK,UNK
议,B,n,O,讠,yì
亲,E,n,O,亠,qīn
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
绕,S,v,O,纟,rào
地,B,n,O,土,dì
游,E,n,O,氵,yóu
】,S,x,O,KUO,KUO
［,S,x,O,UNK,UNK
老,B,nr,O,耂,lǎo
旦,E,nr,O,日,dàn
上,S,f,O,一,shàng
］,S,x,O,UNK,UNK
桑,B,nr,B-Nature,木,sāng
榆,M,nr,I-Nature,木,yú
暮,M,nr,O,日,mù
景,E,nr,O,日,jǐng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
老,B,n,O,耂,lǎo
身,E,n,O,身,shēn
柏,B,nr,B-Nature,木,bǎi
舟,E,nr,O,舟,zhōu
誓,S,vg,O,言,shì
守,S,v,O,宀,shǒu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
榆,B,n,B-Nature,木,yú
景,E,n,O,日,jǐng
身,B,n,O,身,shēn
安,E,n,O,宀,ān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
"""",S,x,O,UNK,UNK
不,S,d,O,一,bù
求,S,v,O,水,qiú
金,B,nr,B-Color,金,jīn
玉,E,nr,I-Color,玉,yù
贵,S,a,O,贝,guì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
惟,B,v,O,忄,wéi
愿,E,v,O,心,yuàn
子,B,nr,O,子,zǐ
孙,E,nr,O,子,sūn
贤,S,zg,O,贝,xián
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
青,B,nr,B-Color,青,qīng
霄,E,nr,I-Color,雨,xiāo
万,B,m,O,一,wàn
里,E,m,O,里,lǐ
未,S,d,O,木,wèi
鹏,S,nr,B-Nature,鸟,péng
抟,S,v,O,扌,tuán
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
布,B,n,O,巾,bù
袍,E,n,O,衤,páo
虽,S,c,O,虫,suī
拟,S,v,O,扌,nǐ
蓝,S,a,B-Color,艹,lán
袍,S,ng,I-Color,衤,páo
换,S,v,O,扌,huàn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
黄,B,nr,O,黄,huáng
莺,M,nr,O,艹,yīng
儿,E,nr,O,儿,ér
】,S,x,O,KUO,KUO
半,B,t,O,十,bàn
世,E,t,O,一,shì
守,S,v,O,宀,shǒu
孤,B,n,O,子,gū
灯,E,n,O,火,dēng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
为,S,p,O,丶,wéi
只,B,v,O,口,zhī
为,E,v,O,丶,wéi
早,B,t,O,日,zǎo
年,E,t,O,干,nián
不,B,a,O,一,bù
幸,E,a,O,干,xìng
鸾,S,nr,B-Nature,鸟,luán
分,B,n,O,刀,fēn
影,E,n,O,彡,yǐng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
黄,B,n,B-Color,黄,huáng
金,E,n,I-Color,金,jīn
满,B,v,O,氵,mǎn
簸,E,v,O,竹,bò
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
簇,S,ng,O,竹,cù
御,S,vg,O,彳,yù
林,S,ng,O,木,lín
】,S,x,O,KUO,KUO
聚,B,n,O,耳,jù
萤,E,n,B-Nature,艹,yíng
凿,S,v,O,凵,záo
壁,S,ng,O,土,bì
真,B,i,O,目,zhēn
堪,M,i,O,土,kān
敬,E,i,O,攵,jìng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
奋,S,v,O,大,fèn
鹏,B,nz,B-Nature,鸟,péng
程,E,nz,O,禾,chéng
