word,bound,flag,label,radical,pinyin
绿,S,a,B-Color,纟,lǜ
蘋,B,n,I-Color,艹,pín
红,E,n,B-Color,纟,hóng
蓼,S,nr,I-Color,艹,liǎo
参,B,n,O,厶,cān
差,E,n,O,工,chà
见,S,v,O,见,jiàn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
惊,B,v,O,忄,jīng
起,E,v,O,走,qǐ
白,B,nr,B-Color,白,bái
鸥,E,nr,I-Color,鸟,ōu
眠,S,vg,O,目,mián
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
白,B,n,B-Color,白,bái
酒,E,n,I-Color,酉,jiǔ
新,S,a,O,斤,xīn
会,S,v,O,人,huì
邻,B,v,O,阝,lín
近,E,v,O,辶,jìn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
青,B,ns,B-Color,青,qīng
山,E,ns,I-Color,山,shān
数,B,n,O,攵,shù
家,E,n,O,宀,jiā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
实,B,n,O,宀,shí
心,E,n,O,心,xīn
儿,B,n,O,儿,ér
辞,E,n,O,辛,cí
却,S,d,O,卩,què
莺,B,i,B-Nature,艹,yīng
花,E,i,I-Nature,艹,huā
阵,S,n,O,阝,zhèn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
柳,B,nr,B-Nature,木,liǔ
花,M,nr,I-Nature,艹,huā
亭,E,nr,O,亠,tíng
进,B,i,O,辶,jìn
退,M,i,O,辶,tuì
无,M,i,O,一,wú
门,E,i,O,门,mén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
咱,B,r,O,口,zán
他,E,r,O,亻,tā
行,B,n,B-Color,行,háng
白,E,n,I-Color,白,bái
甚,S,d,O,甘,shèn
情,B,n,O,忄,qíng
深,E,n,O,氵,shēn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
则,S,d,O,刂,zé
不,B,c,O,一,bù
如,E,c,O,女,rú
把,S,p,O,扌,bǎ
花,B,n,B-Nature,艹,huā
笺,E,n,O,竹,jiān
糊,S,v,O,米,hū
了,S,ul,O,乙,liǎo
线,B,n,O,纟,xiàn
贴,E,n,O,贝,tiē
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
裁,S,v,O,衣,cái
罗,B,nr,O,罒,luó
帕,M,nr,O,巾,pà
补,E,nr,O,衤,bǔ
了,B,nr,O,乙,liǎo
鸳,M,nr,B-Nature,鸟,yuān
衾,E,nr,O,衣,qīn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
剪,B,n,O,刀,jiǎn
下,E,n,O,一,xià
的,S,uj,O,白,dí
青,B,n,B-Color,青,qīng
丝,E,n,I-Color,一,sī
发,B,v,O,又,fā
换,E,v,O,扌,huàn
了,S,ul,O,乙,liǎo
钢,B,n,O,钅,gāng
针,E,n,O,钅,zhēn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
秋,B,nr,O,禾,qiū
风,E,nr,O,风,fēng
飒,B,z,O,风,sà
飒,E,z,O,风,sà
撼,S,v,O,扌,hàn
苍,B,a,B-Color,艹,cāng
梧,E,a,I-Color,木,wú
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
秋,S,t,O,禾,qiū
雨,B,nr,O,雨,yǔ
潇,M,nr,O,氵,xiāo
潇,E,nr,O,氵,xiāo
响,S,zg,O,口,xiǎng
翠,B,nr,B-Color,羽,cuì
竹,E,nr,I-Color,竹,zhú
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
秋,B,nr,O,禾,qiū
云,E,nr,O,二,yún
黯,B,z,O,黑,àn
黯,E,z,O,黑,àn
迷,S,v,B-Nature,辶,mí
烟,B,n,I-Nature,火,yān
树,E,n,I-Nature,木,shù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
愁,B,i,O,心,chóu
斟,E,i,O,斗,zhēn
碧,B,nr,B-Color,石,bì
玉,E,nr,I-Color,玉,yù
瓯,S,ns,I-Color,瓦,ōu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
懒,S,a,O,忄,lǎn
爇,S,zg,O,灬,ruò
黄,B,n,B-Color,黄,huáng
金,E,n,I-Color,金,jīn
兽,S,n,I-Color,丷,shòu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,S,v,B-Nature,艹,huā
见,S,v,O,见,jiàn
我,S,r,O,戈,wǒ
、,S,x,O,UNK,UNK
我,S,r,O,戈,wǒ
见,S,v,O,见,jiàn
花,S,v,B-Nature,艹,huā
、,S,x,O,UNK,UNK
花,B,n,B-Nature,艹,huā
应,E,n,O,广,yīng
憔,B,a,O,忄,qiáo
瘦,E,a,O,疒,shòu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,B,n,B-Nature,艹,huā
儿,E,n,I-Nature,儿,ér
草,B,n,B-Nature,艹,cǎo
儿,E,n,I-Nature,儿,ér
打,B,v,O,扌,dǎ
听,E,v,O,口,tīng
的,S,uj,O,白,dí
风,B,n,O,风,fēng
声,E,n,O,士,shēng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
车,B,n,O,车,chē
儿,E,n,O,儿,ér
马,B,nr,B-Nature,马,mǎ
儿,E,nr,I-Nature,儿,ér
我,S,r,O,戈,wǒ
亲,B,d,O,亠,qīn
自,E,d,O,自,zì
来,S,v,O,木,lái
也,S,d,O,乙,yě
！,S,x,O,UNK,UNK
雁,B,nr,B-Nature,隹,yàn
杳,M,nr,O,木,yǎo
鱼,M,nr,B-Nature,鱼,yú
沉,E,nr,O,氵,chén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,n,B-Color,金,jīn
机,E,n,I-Color,木,jī
响,S,v,O,口,xiǎng
空,B,n,O,穴,kōng
闻,E,n,O,门,wén
玉,B,nr,O,玉,yù
梭,E,nr,O,木,suō
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
粉,B,n,B-Color,米,fěn
墙,E,n,I-Color,土,qiáng
高,S,a,O,高,gāo
似,S,d,O,亻,sì
隔,S,v,O,阝,gé
银,B,n,B-Color,钅,yín
河,E,n,I-Color,氵,hé
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
频,S,ag,O,页,pín
唤,S,vg,O,口,huàn
梅,B,nr,B-Nature,木,méi
香,E,nr,O,香,xiāng
为,S,p,O,丶,wéi
甚,B,r,O,甘,shèn
么,E,r,O,丿,mó
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
羞,S,v,O,羊,xiū
看,S,v,O,目,kàn
镜,S,ng,O,钅,jìng
里,S,f,O,里,lǐ
花,S,v,B-Nature,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,nr,B-Color,纟,hóng
颜,E,nr,I-Color,页,yán
自,B,d,O,自,zì
古,E,d,O,口,gǔ
多,S,m,O,夕,duō
薄,B,nz,O,艹,báo
命,E,nz,O,口,mìng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
再,S,d,O,冂,zài
休,S,v,O,亻,xiū
惹,S,v,O,心,rě
朱,B,nr,B-Color,木,zhū
雀,E,nr,I-Color,隹,què
桥,B,s,I-Color,木,qiáo
边,E,s,O,辶,biān
野,B,n,B-Nature,里,yě
草,E,n,I-Nature,艹,cǎo
花,S,v,I-Nature,艹,huā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
萋,S,x,O,艹,qī
萋,S,x,O,艹,qī
芳,B,n,B-Nature,艹,fāng
草,E,n,I-Nature,艹,cǎo
随,S,v,O,阝,suí
君,S,n,O,口,jūn
到,S,v,O,刂,dào
天,B,n,O,大,tiān
涯,E,n,O,氵,yá
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
准,B,v,O,冫,zhǔn
备,E,v,O,夂,bèi
着,S,uz,O,目,zhuó
夜,B,t,O,夕,yè
雨,E,t,O,雨,yǔ
梧,B,n,B-Nature,木,wú
桐,E,n,I-Nature,木,tóng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
无,S,v,O,一,wú
一,B,m,O,一,yī
个,E,m,O,人,gè
鳞,S,n,B-Nature,鱼,lín
鸿,S,nr,I-Nature,鸟,hóng
至,S,p,O,至,zhì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
柳,B,ns,B-Nature,木,liǔ
营,M,ns,O,艹,yíng
花,M,ns,B-Nature,艹,huā
市,E,ns,O,巾,shì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
更,S,d,O,曰,gēng
说,S,v,O,讠,shuō
甚,S,dg,O,甘,shèn
呼,S,v,O,口,hū
燕,B,nr,B-Nature,灬,yàn
子,E,nr,I-Nature,子,zǐ
唤,S,vg,O,口,huàn
莺,S,ng,B-Nature,艹,yīng
儿,S,n,I-Nature,儿,ér
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
老,S,a,B-Nature,耂,lǎo
树,S,v,I-Nature,木,shù
替,B,n,O,曰,tì
人,E,n,O,人,rén
愁,S,v,O,心,chóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
【,S,x,O,KUO,KUO
幺,S,nr,O,幺,yāo
】,S,x,O,KUO,KUO
樽,S,ng,O,木,zūn
前,S,f,O,刂,qián
醉,S,v,O,酉,zuì
把,S,p,O,扌,bǎ
茱,B,n,B-Nature,艹,zhū
萸,E,n,I-Nature,艹,yú
嗅,S,n,O,口,xiù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
问,S,n,O,门,wèn
相,B,v,O,目,xiāng
知,E,v,O,矢,zhī
几,B,m,O,几,jī
个,E,m,O,人,gè
白,B,n,B-Color,白,bái
头,E,n,I-Color,大,tóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
黄,B,n,B-Color,黄,huáng
花,E,n,I-Color,艹,huā
时,B,n,O,日,shí
候,E,n,O,亻,hòu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
难,S,a,O,隹,nán
比,B,d,O,比,bǐ
旧,E,d,O,日,jiù
风,B,n,O,风,fēng
流,E,n,O,氵,liú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
白,B,nr,B-Color,白,bái
云,E,nr,I-Color,二,yún
西,B,t,O,覀,xī
去,E,t,O,厶,qù
雁,S,ns,B-Nature,隹,yàn
南,B,ns,O,十,nán
翔,E,ns,O,羽,xiáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
黄,B,n,B-Color,黄,huáng
花,E,n,I-Color,艹,huā
惆,B,a,O,忄,chóu
怅,E,a,O,忄,chàng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
中,S,f,O,丨,zhōng
吕,S,nr,O,口,lǚ
·,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
谒,S,vg,O,讠,yè
金,B,n,O,金,jīn
门,E,n,O,门,mén
】,S,x,O,KUO,KUO
LB,S,x,O,UNK,UNK
落,B,n,B-Nature,艹,là
花,E,n,I-Nature,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
落,B,n,B-Nature,艹,là
花,E,n,I-Nature,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,nr,B-Color,纟,hóng
雨,E,nr,I-Color,雨,yǔ
似,S,d,O,亻,sì
纷,B,d,O,纟,fēn
纷,E,d,O,纟,fēn
下,S,f,O,一,xià
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
忙,S,v,O,忄,máng
唤,S,vg,O,口,huàn
梅,B,nr,B-Nature,木,méi
香,E,nr,O,香,xiāng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
步,B,nr,O,止,bù
苍,M,nr,B-Color,艹,cāng
苔,E,nr,I-Color,艹,tái
选,S,v,O,辶,xuǎn
瓣,S,q,O,瓜,bàn
儿,S,n,O,儿,ér
拿,S,v,O,手,ná
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
落,B,v,B-Nature,艹,là
红,E,v,I-Nature,纟,hóng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
落,B,v,B-Nature,艹,là
红,E,v,I-Nature,纟,hóng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
点,B,n,O,灬,diǎn
点,E,n,O,灬,diǎn
胭,B,n,O,月,yān
脂,E,n,O,月,zhī
重,S,a,O,里,zhòng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
不,S,d,O,一,bù
因,S,p,O,囗,yīn
啼,S,v,B-Nature,口,tí
鸟,S,n,I-Nature,鸟,niǎo
不,S,d,O,一,bù
因,S,p,O,囗,yīn
风,S,n,O,风,fēng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
怎,S,r,O,心,zěn
发,B,vn,O,又,fā
付,E,vn,O,亻,fù
孤,B,nr,O,子,gū
栖,M,nr,B-Nature,木,qī
凤,E,nr,I-Nature,几,fèng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
乱,B,z,O,乙,luàn
纷,M,z,O,纟,fēn
纷,E,z,O,纟,fēn
花,B,n,B-Nature,艹,huā
落,E,n,O,艹,là
东,B,n,O,一,dōng
墙,E,n,O,土,qiáng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
残,B,n,B-Nature,歹,cán
花,E,n,I-Nature,艹,huā
剩,S,v,B-Nature,刂,shèng
柳,S,n,I-Nature,木,liǔ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
夺,B,v,O,大,duó
泥,E,v,O,氵,ní
燕,B,ns,B-Nature,灬,yàn
口,E,ns,O,口,kǒu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
刮,B,n,O,刂,guā
金,E,n,B-Color,金,jīn
佛,B,n,I-Color,亻,fó
面,E,n,O,面,miàn
细,S,n,O,纟,xì
搜,B,v,O,扌,sōu
求,E,v,O,水,qiú
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
鹌,B,n,B-Nature,鸟,ān
鹑,E,n,I-Nature,鸟,chún
膆,S,yg,O,月,sù
里,S,m,O,里,lǐ
寻,S,v,O,寸,xún
豌,B,n,B-Nature,豆,wān
豆,E,n,I-Nature,豆,dòu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
鹭,B,n,B-Nature,鸟,lù
鸶,E,n,I-Nature,鸟,sī
腿,S,n,O,月,tuǐ
上,S,f,O,一,shàng
劈,S,v,O,刀,pī
精,B,n,O,米,jīng
肉,E,n,O,肉,ròu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
蚊,B,n,B-Nature,虫,wén
子,E,n,I-Nature,子,zǐ
腹,B,s,O,月,fù
内,E,s,O,冂,nèi
刳,S,g,O,刂,kū
脂,B,n,O,月,zhī
油,E,n,O,氵,yóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
惹,S,v,O,心,rě
红,B,n,B-Color,纟,hóng
巾,E,n,I-Color,巾,jīn
万,B,m,O,一,wàn
千,E,m,O,十,qiān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
喜,S,v,O,口,xǐ
他,B,r,O,亻,tā
时,E,r,O,日,shí
似,S,d,O,亻,sì
喜,S,v,O,口,xǐ
梅,S,ng,B-Nature,木,méi
梢,S,ng,B-Nature,木,shāo
月,S,m,O,月,yuè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
合,S,v,O,口,hé
着,S,uz,O,目,zhuó
这,S,r,O,辶,zhè
大,B,n,O,大,dà
石,E,n,O,石,shí
调,S,v,O,讠,tiáo
小,B,n,O,小,xiǎo
石,E,n,O,石,shí
调,S,v,O,讠,tiáo
黄,B,n,B-Color,黄,huáng
钟,E,n,I-Color,钅,zhōng
调,S,vn,I-Color,讠,tiáo
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
银,B,n,B-Color,钅,yín
花,E,n,I-Color,艹,huā
遍,B,v,O,辶,biàn
地,E,v,O,土,dì
飘,S,v,O,风,piāo
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
吃,B,v,O,口,chī
到,E,v,O,刂,dào
红,B,n,B-Color,纟,hóng
轮,E,n,I-Color,车,lún
日,B,ns,O,日,rì
西,E,ns,O,覀,xī
坠,S,v,O,土,zhuì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
南,B,ns,O,十,nán
楼,E,ns,O,木,lóu
昨,B,t,O,日,zuó
夜,E,t,O,夕,yè
雁,B,nr,B-Nature,隹,yàn
声,E,nr,O,士,shēng
悲,S,a,O,心,bēi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
苍,B,a,B-Color,艹,cāng
梧,E,a,I-Color,木,wú
树,B,n,I-Color,木,shù
底,E,n,O,广,dǐ
叶,S,nr,B-Nature,口,yè
成,B,n,O,戈,chéng
堆,E,n,O,土,duī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
海,B,n,B-Nature,氵,hǎi
棠,M,n,I-Nature,木,táng
花,E,n,I-Nature,艹,huā
下,B,t,O,一,xià
月,E,t,O,月,yuè
明,B,t,O,日,míng
时,E,t,O,日,shí
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,B,nr,B-Nature,艹,huā
钿,E,nr,O,钅,diàn
渍,S,v,B-Color,氵,zì
粉,S,n,I-Color,米,fěn
秋,B,nr,O,禾,qiū
波,E,nr,O,氵,bō
媚,S,zg,O,女,mèi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,nr,B-Color,金,jīn
钗,E,nr,I-Color,钅,chāi
欹,S,ag,O,欠,qī
枕,S,v,O,木,zhěn
乌,B,nr,B-Color,丿,wū
云,E,nr,I-Color,二,yún
坠,S,v,O,土,zhuì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
对,S,p,O,寸,duì
神,S,n,O,礻,shén
前,S,f,O,刂,qián
剪,B,n,O,刀,jiǎn
下,E,n,O,一,xià
青,B,n,B-Color,青,qīng
丝,E,n,I-Color,一,sī
发,S,v,O,又,fā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
猛,S,d,O,犭,měng
见,S,v,O,见,jiàn
他,S,r,O,亻,tā
朱,B,nr,B-Color,木,zhū
帘,E,nr,I-Color,巾,lián
下,B,v,O,一,xià
过,E,v,O,辶,guò
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
少,S,a,O,小,shǎo
一,B,m,O,一,yī
枝,E,m,O,木,zhī
杨,B,nr,B-Nature,木,yáng
柳,E,nr,I-Nature,木,liǔ
瓶,S,n,O,瓦,píng
中,S,f,O,丨,zhōng
插,S,v,O,扌,chā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
人,B,n,O,人,rén
道,E,n,O,辶,dào
是,S,v,O,日,shì
章,S,q,O,立,zhāng
台,S,q,O,口,tái
路,S,n,O,足,lù
柳,S,n,B-Nature,木,liǔ
出,S,v,O,凵,chū
墙,B,n,B-Nature,土,qiáng
花,E,n,I-Nature,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
伤,B,n,O,亻,shāng
心,E,n,O,心,xīn
白,B,nr,B-Color,白,bái
发,E,nr,I-Color,又,fā
三,B,m,O,一,sān
千,M,m,O,十,qiān
丈,E,m,O,一,zhàng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
过,B,n,O,辶,guò
眼,E,n,O,目,yǎn
金,B,nr,B-Color,金,jīn
钗,M,nr,I-Color,钅,chāi
十,M,nr,O,十,shí
二,E,nr,O,二,èr
行,S,zg,O,行,háng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
仙,B,n,O,亻,xiān
翁,E,n,O,羽,wēng
何,B,r,O,亻,hé
处,E,r,O,夂,chǔ
炼,B,n,O,火,liàn
丹,E,n,B-Color,丿,dān
砂,S,n,I-Color,石,shā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,B,m,O,一,yī
缕,E,m,O,纟,lǚ
白,B,nr,B-Color,白,bái
云,E,nr,I-Color,二,yún
下,S,f,O,一,xià
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
叹,S,zg,O,口,tàn
浮,B,v,O,氵,fú
生,E,v,O,生,shēng
指,S,n,O,扌,zhǐ
落,B,n,B-Nature,艹,là
花,E,n,I-Nature,艹,huā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
智,S,ng,O,日,zhì
和,S,c,O,口,hé
能,S,v,O,月,néng
都,S,d,O,阝,dū
不,B,c,O,一,bù
及,E,c,O,又,jí
鸭,S,ng,B-Color,鸟,yā
青,S,a,I-Color,青,qīng
钞,S,ng,I-Color,钅,chāo
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
黄,B,nr,O,黄,huáng
钟,E,nr,O,钅,zhōng
·,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
红,S,a,O,纟,hóng
锦,B,n,O,钅,jǐn
袍,E,n,O,衤,páo
】,S,x,O,KUO,KUO
LB,S,x,O,UNK,UNK
篱,B,n,O,竹,lí
下,E,n,O,一,xià
看,S,v,O,目,kàn
黄,B,n,B-Color,黄,huáng
花,E,n,I-Color,艹,huā
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
爱,S,v,O,爫,ài
的,S,uj,O,白,dí
是,S,v,O,日,shì
绿,B,nr,B-Color,纟,lǜ
水,M,nr,I-Color,水,shuǐ
青,M,nr,B-Color,青,qīng
山,E,nr,I-Color,山,shān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
见,S,v,O,见,jiàn
一,B,m,O,一,yī
个,E,m,O,人,gè
白,B,n,B-Color,白,bái
衣,E,n,I-Color,衣,yī
人,S,n,O,人,rén
来,S,v,O,木,lái
报,S,n,O,扌,bào
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
更,S,d,O,曰,gēng
洒,B,a,O,氵,sǎ
遍,E,a,O,辶,biàn
客,B,n,O,宀,kè
舍,E,n,O,舌,shě
青,B,nr,B-Color,青,qīng
青,E,nr,I-Color,青,qīng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
更,S,d,O,曰,gēng
洒,B,a,O,氵,sǎ
遍,E,a,O,辶,biàn
客,B,n,O,宀,kè
舍,E,n,O,舌,shě
青,B,nr,B-Color,青,qīng
青,E,nr,I-Color,青,qīng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
弄,S,v,O,廾,nòng
柔,B,n,O,木,róu
凝,E,n,O,冫,níng
翠,B,n,B-Color,羽,cuì
色,E,n,I-Color,色,sè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
更,S,d,O,曰,gēng
洒,B,a,O,氵,sǎ
遍,E,a,O,辶,biàn
客,B,n,O,宀,kè
舍,E,n,O,舌,shě
青,B,nr,B-Color,青,qīng
青,E,nr,I-Color,青,qīng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
东,S,ns,O,一,dōng
村,B,s,O,木,cūn
里,E,s,O,里,lǐ
鸡,B,n,B-Nature,鸟,jī
生,E,n,O,生,shēng
凤,S,nr,B-Nature,几,fèng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
南,B,ns,O,十,nán
庄,E,ns,O,广,zhuāng
上,B,ns,O,一,shàng
马,E,ns,B-Nature,马,mǎ
变,B,n,O,又,biàn
牛,E,n,B-Nature,牛,niú
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
瓦,B,nr,O,瓦,wǎ
垄,E,nr,O,土,lǒng
上,B,v,O,一,shàng
宜,E,v,O,宀,yí
栽,B,n,O,木,zāi
树,E,n,B-Nature,木,shù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
阳,B,ns,O,阝,yáng
沟,E,ns,O,氵,gōu
里,S,f,O,里,lǐ
好,S,a,O,女,hǎo
驾,S,v,O,马,jià
舟,S,n,O,舟,zhōu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
俺,B,r,O,亻,ǎn
家,E,r,O,宀,jiā
的,S,uj,O,白,dí
茄,B,n,B-Nature,艹,qié
子,E,n,I-Nature,子,zǐ
大,B,i,O,大,dà
如,M,i,O,女,rú
斗,E,i,O,斗,dǒu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
云,B,nr,O,二,yún
鬓,E,nr,O,髟,bìn
插,S,v,O,扌,chā
小,S,a,B-Nature,小,xiǎo
桃,B,n,I-Nature,木,táo
枝,E,n,I-Nature,木,zhī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
花,B,nr,B-Nature,艹,huā
满,M,nr,O,氵,mǎn
枝,E,nr,B-Nature,木,zhī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
秋,B,nr,O,禾,qiū
千,E,nr,O,十,qiān
惹,S,v,O,心,rě
绿,S,a,B-Color,纟,lǜ
杨,B,nr,I-Color,木,yáng
