word,bound,flag,label,radical,pinyin
蝶,M,vn,B-Nature,虫,dié
猜,E,vn,O,犭,cāi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
惜,B,nr,O,忄,xī
奴,M,nr,O,女,nú
娇,E,nr,O,女,jiāo
】,S,x,O,KUO,KUO
你,S,r,O,亻,nǐ
杏,B,n,B-Color,木,xìng
脸,M,n,O,月,liǎn
桃,M,n,O,木,táo
腮,E,n,O,月,sāi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
当,S,p,O,彐,dāng
有,S,v,O,月,yǒu
松,B,nr,B-Nature,木,sōng
筠,E,nr,I-Nature,竹,yún
节,B,n,O,艹,jié
操,E,n,O,扌,cāo
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
蕙,B,nz,B-Nature,艹,huì
兰,E,nz,I-Nature,丷,lán
襟,B,n,O,衤,jīn
怀,E,n,O,忄,huái
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
换,B,v,O,扌,huàn
头,E,v,O,大,tóu
】,S,x,O,KUO,KUO
萱,B,n,B-Nature,艹,xuān
室,E,n,O,宀,shì
先,S,d,O,儿,xiān
摧,S,v,O,扌,cuī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
七,E,m,O,一,qī
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
才,B,nr,O,扌,cái
俊,E,nr,O,亻,jùn
登,B,n,O,癶,dēng
程,E,n,O,禾,chéng
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
满,B,nr,O,氵,mǎn
庭,M,nr,O,广,tíng
芳,E,nr,O,艹,fāng
】,S,x,O,KUO,KUO
飞,B,n,B-Nature,飞,fēi
絮,E,n,I-Nature,糸,xù
沾,B,v,O,氵,zhān
衣,E,v,O,衣,yī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
残,B,n,O,歹,cán
花,E,n,B-Nature,艹,huā
随,B,d,O,阝,suí
马,E,d,B-Nature,马,mǎ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
换,B,v,O,扌,huàn
头,E,v,O,大,tóu
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
末,S,f,O,木,mò
〕,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
萋,S,x,O,艹,qī
萋,S,x,O,艹,qī
芳,B,n,B-Nature,艹,fāng
草,E,n,I-Nature,艹,cǎo
色,S,ng,O,色,sè
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
同,B,nr,O,口,tóng
醉,E,nr,O,酉,zuì
杏,B,ns,B-Nature,木,xìng
花,M,ns,I-Nature,艹,huā
村,E,ns,O,木,cūn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
千,B,q,O,十,qiān
里,E,q,O,里,lǐ
莺,B,i,B-Nature,艹,yīng
啼,E,i,O,口,tí
绿,B,nr,B-Color,纟,lǜ
映,M,nr,O,日,yìng
红,E,nr,B-Color,纟,hóng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
又,S,d,O,又,yòu
道,S,q,O,辶,dào
是,S,v,O,日,shì
一,S,m,O,一,yī
笔,B,n,O,毛,bǐ
走,M,n,O,走,zǒu
龙,M,n,B-Nature,龙,lóng
蛇,E,n,I-Nature,虫,shé
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
八,B,m,O,八,bā
声,E,m,O,士,shēng
甘,B,ns,O,甘,gān
州,E,ns,O,川,zhōu
歌,S,n,O,欠,gē
】,S,x,O,KUO,KUO
青,B,nr,B-Color,青,qīng
梅,E,nr,I-Color,木,méi
如,S,v,O,女,rú
豆,S,n,O,豆,dòu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
数,B,m,O,攵,shù
声,E,m,O,士,shēng
啼,S,v,B-Nature,口,tí
鸟,S,n,I-Nature,鸟,niǎo
不,B,v,O,一,bù
堪,E,v,O,土,kān
闻,S,v,O,门,wén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
末,S,f,O,木,mò
〕,S,x,O,UNK,UNK
绿,B,n,B-Color,纟,lǜ
阴,E,n,I-Color,阝,yīn
红,B,nr,B-Color,纟,hóng
雨,E,nr,I-Color,雨,yǔ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
乘,B,nz,O,丿,chéng
桃,M,nz,B-Nature,木,táo
浪,E,nz,O,氵,làng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
跃,S,v,O,足,yuè
锦,B,n,B-Nature,钅,jǐn
鳞,E,n,I-Nature,鱼,lín
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,B,m,O,一,yī
声,E,m,O,士,shēng
雷,B,n,O,雨,léi
动,E,n,O,力,dòng
过,S,ug,O,辶,guò
龙,B,ns,O,龙,lóng
门,E,ns,O,门,mén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
绿,B,nr,B-Color,纟,lǜ
绶,M,nr,I-Color,纟,shòu
新,E,nr,O,斤,xīn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
淨,S,zg,O,氵,jìng
〕,S,x,O,UNK,UNK
见,S,v,O,见,jiàn
画,S,v,O,田,huà
桥,S,n,O,木,qiáo
烟,B,n,B-Nature,火,yān
柳,E,n,I-Nature,木,liǔ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
朱,B,nr,B-Color,木,zhū
门,E,nr,I-Color,门,mén
隐,B,z,O,阝,yǐn
隐,E,z,O,阝,yǐn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
牆,S,x,O,爿,qiáng
头,B,s,O,大,tóu
上,E,s,O,一,shàng
露,B,v,O,雨,lòu
出,E,v,O,凵,chū
红,B,nz,B-Color,纟,hóng
粉,E,nz,I-Color,米,fěn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
朝,S,p,O,月,zhāo
紫,B,nr,B-Color,糸,zǐ
宸,E,nr,I-Color,宀,chén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
凤,S,nr,B-Nature,几,fèng
池,S,nr,O,氵,chí
鼇,S,zg,O,黽,áo
禁,S,v,O,示,jīn
听,S,v,O,口,tīng
丝,S,q,O,一,sī
纶,S,x,O,纟,lún
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
丑,S,a,O,一,chǒu
〕,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
遥,B,i,O,辶,yáo
瞻,E,i,O,目,zhān
雾,B,z,O,雨,wù
霭,E,z,O,雨,ǎi
纷,S,d,O,纟,fēn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
垂,B,n,B-Nature,土,chuí
杨,E,n,I-Nature,木,yáng
瘦,B,nz,B-Nature,疒,shòu
马,E,nz,I-Nature,马,mǎ
莫,S,d,O,艹,mò
暂,B,d,O,日,zàn
停,E,d,O,亻,tíng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,B,v,O,口,zhī
见,E,v,O,见,jiàn
古,B,n,B-Nature,口,gǔ
树,E,n,I-Nature,木,shù
昏,B,n,B-Nature,日,hūn
鸦,E,n,I-Nature,鸟,yā
栖,S,vg,O,木,qī
渐,B,d,O,氵,jiàn
尽,E,d,O,尸,jìn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
前,B,n,O,刂,qián
村,E,n,O,木,cūn
灯,B,n,O,火,dēng
火,E,n,O,火,huǒ
已,S,d,O,己,yǐ
黄,B,t,B-Color,黄,huáng
昏,E,t,I-Color,日,hūn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
馀,S,g,O,饣,yú
文,S,ng,O,文,wén
】,S,x,O,KUO,KUO
今,B,t,O,人,jīn
夜,E,t,O,夕,yè
雨,S,n,O,雨,yǔ
打,S,v,O,扌,dǎ
梨,B,n,B-Nature,木,lí
花,E,n,I-Nature,艹,huā
深,S,a,O,氵,shēn
闭,B,v,O,门,bì
门,E,v,O,门,mén
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
路,B,s,O,足,lù
上,E,s,O,一,shàng
有,B,n,O,月,yǒu
花,E,n,B-Nature,艹,huā
并,S,c,O,干,bìng
有,S,v,O,月,yǒu
酒,S,n,B-Nature,酉,jiǔ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
八,E,m,O,八,bā
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
文,B,n,O,文,wén
场,E,n,O,土,cháng
选,B,n,O,辶,xuǎn
士,E,n,O,士,shì
LB,S,x,O,UNK,UNK
九,S,m,O,丿,jiǔ
陌,S,a,O,阝,mò
人,B,n,O,人,rén
人,E,n,O,人,rén
走,B,n,O,走,zǒu
马,E,n,B-Nature,马,mǎ
看,S,v,O,目,kàn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
满,B,ns,O,氵,mǎn
城,E,ns,O,土,chéng
桃,B,n,B-Nature,木,táo
李,E,n,I-Nature,木,lǐ
属,S,v,O,尸,shǔ
春,B,n,O,日,chūn
官,E,n,O,宀,guān
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
赏,S,v,O,贝,shǎng
宫,B,n,O,宀,gōng
花,E,n,O,艹,huā
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
槐,B,n,B-Nature,木,huái
花,E,n,I-Nature,艹,huā
正,S,d,B-Color,止,zhèng
黄,S,a,I-Color,黄,huáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
丑,S,a,O,一,chǒu
上,S,f,O,一,shàng
〕,S,x,O,UNK,UNK
天,B,n,O,大,tiān
地,E,n,O,土,dì
玄,B,nr,B-Color,玄,xuán
黄,E,nr,I-Color,黄,huáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
插,S,v,O,扌,chā
金,B,n,B-Color,金,jīn
花,E,n,I-Color,艹,huā
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
就,S,d,O,尢,jiù
将,S,d,O,寸,jiāng
他,S,r,O,亻,tā
黑,B,n,B-Color,黑,hēi
墨,E,n,I-Color,土,mò
搽,S,v,O,扌,chá
脸,S,n,O,月,liǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
我,S,r,O,戈,wǒ
出,S,v,O,凵,chū
山,B,s,O,山,shān
上,E,s,O,一,shàng
四,B,m,O,囗,sì
样,E,m,O,木,yàng
树,B,n,B-Nature,木,shù
名,E,n,O,口,míng
的,S,uj,O,白,dí
谜,B,n,O,讠,mí
儿,E,n,O,儿,ér
与,S,p,O,一,yǔ
你,S,r,O,亻,nǐ
猜,S,v,O,犭,cāi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
〔,S,x,O,UNK,UNK
淨,S,zg,O,氵,jìng
〕,S,x,O,UNK,UNK
雨,S,n,O,雨,yǔ
中,S,f,O,丨,zhōng
妆,B,n,O,女,zhuāng
点,E,n,O,灬,diǎn
望,B,nr,B-Color,月,wàng
中,M,nr,I-Color,丨,zhōng
黄,E,nr,I-Color,黄,huáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
一,M,m,O,一,yī
句,E,m,O,口,jù
是,S,v,O,日,shì
柏,B,nr,B-Nature,木,bǎi
树,E,nr,I-Nature,木,shù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
二,M,m,O,二,èr
句,E,m,O,口,jù
是,S,v,O,日,shì
槐,B,n,B-Nature,木,huái
树,E,n,I-Nature,木,shù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
三,M,m,O,一,sān
句,E,m,O,口,jù
是,S,v,O,日,shì
枫,B,n,B-Nature,木,fēng
树,E,n,I-Nature,木,shù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
四,M,m,O,囗,sì
句,E,m,O,口,jù
是,S,v,O,日,shì
柳,B,nr,B-Nature,木,liǔ
树,E,nr,I-Nature,木,shù
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
北,B,ns,O,匕,běi
江,E,ns,O,氵,jiāng
儿,B,n,O,儿,ér
水,E,n,O,水,shuǐ
】,S,x,O,KUO,KUO
食,B,n,O,飠,shí
味,E,n,O,口,wèi
皆,S,d,O,白,jiē
山,B,n,B-Nature,山,shān
兽,E,n,I-Nature,丷,shòu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
熊,B,nr,B-Nature,灬,xióng
掌,E,nr,I-Nature,手,zhǎng
紫,S,n,B-Color,糸,zǐ
驼,B,n,I-Color,马,tuó
峰,E,n,I-Color,山,fēng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
将,S,d,O,寸,jiāng
他,S,r,O,亻,tā
黑,B,n,B-Color,黑,hēi
墨,E,n,I-Color,土,mò
搽,S,v,O,扌,chá
脸,S,n,O,月,liǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
懒,S,a,O,忄,lǎn
画,B,n,O,田,huà
眉,E,n,O,目,méi
】,S,x,O,KUO,KUO
腰,B,n,O,月,yāo
间,E,n,O,门,jiān
横,B,n,O,木,héng
系,E,n,O,糸,xì
黄,B,n,B-Color,黄,huáng
金,E,n,I-Color,金,jīn
带,S,v,I-Color,巾,dài
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
骏,B,n,B-Nature,马,jùn
马,E,n,I-Nature,马,mǎ
雕,B,n,O,隹,diāo
鞍,E,n,O,革,ān
真,B,d,O,目,zhēn
是,E,d,O,日,shì
美,S,ns,O,八,měi
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
明,B,t,O,日,míng
朝,E,t,O,月,zhāo
跨,B,n,O,足,kuà
马,E,n,B-Nature,马,mǎ
春,B,n,O,日,chūn
风,E,n,O,风,fēng
里,S,f,O,里,lǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
第,B,m,O,竹,dì
九,E,m,O,丿,jiǔ
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
临,B,v,O,丨,lín
妆,E,v,O,女,zhuāng
感,S,vg,O,心,gǎn
歎,S,zg,O,欠,tàn
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
破,S,v,O,石,pò
齐,B,nr,O,齐,qí
阵,E,nr,O,阝,zhèn
引,S,v,O,弓,yǐn
】,S,x,O,KUO,KUO
SPACE,S,x,O,UNK,UNK
〔,S,x,O,UNK,UNK
旦,B,t,O,日,dàn
上,E,t,O,一,shàng
〕,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
翠,S,ng,B-Color,羽,cuì
减,S,v,I-Color,冫,jiǎn
祥,S,nr,B-Nature,礻,xiáng
鸾,S,nr,I-Nature,鸟,luán
罗,B,ns,O,罒,luó
幌,E,ns,O,巾,huǎng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
香,B,n,O,香,xiāng
销,M,n,O,钅,xiāo
宝,E,n,B-Nature,宀,bǎo
鸭,B,n,I-Nature,鸟,yā
金,E,n,B-Color,金,jīn
炉,S,n,I-Color,火,lú
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
亲,B,d,O,亠,qīn
在,E,d,O,土,zài
高,B,nr,O,高,gāo
堂,E,nr,O,土,táng
雪,S,n,B-Color,雨,xuě
鬓,S,ng,I-Color,髟,bìn
疏,S,vg,O,疋,shū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
缘,B,r,O,纟,yuán
何,E,r,O,亻,hé
书,S,n,O,乙,shū
也,S,d,O,乙,yě
无,S,v,O,一,wú
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
鸡,B,n,B-Nature,鸟,jī
鸣,E,n,O,鸟,míng
下,S,f,O,一,xià
君,B,nz,O,口,jūn
床,E,nz,O,广,chuáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
镜,B,n,O,钅,jìng
匣,E,n,O,匚,xiá
掩,S,v,O,扌,yǎn
青,B,n,B-Color,青,qīng
光,E,n,I-Color,儿,guāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
流,B,n,O,氵,liú
尘,E,n,O,小,chén
暗,S,v,O,日,àn
绮,B,a,O,纟,qǐ
疏,E,a,O,疋,shū
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
青,B,n,B-Color,青,qīng
苔,E,n,I-Color,艹,tái
生,S,vn,O,生,shēng
洞,B,n,O,氵,dòng
房,E,n,O,户,fáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
零,B,n,O,雨,líng
落,E,n,O,艹,là
金,B,nr,B-Color,金,jīn
钗,E,nr,I-Color,钅,chāi
钿,S,g,I-Color,钅,diàn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
无,B,v,O,一,wú
复,E,v,O,夂,fù
蕙,B,nz,B-Nature,艹,huì
兰,E,nz,I-Nature,丷,lán
芳,S,nr,O,艹,fāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
念,S,v,O,心,niàn
彼,S,r,O,彳,bǐ
猿,S,ng,B-Nature,犭,yuán
猱,S,g,O,犭,náo
远,S,a,O,辶,yuǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
眷,S,n,O,目,juàn
此,S,r,O,止,cǐ
桑,B,nr,B-Nature,木,sāng
榆,E,nr,I-Nature,木,yú
光,S,n,O,儿,guāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
勿,S,d,O,勹,wù
弹,S,v,O,弓,dàn
绿,S,a,B-Color,纟,lǜ
绮,B,nr,I-Color,纟,qǐ
琴,E,nr,I-Color,王,qín
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
勿,S,d,O,勹,wù
听,S,v,O,口,tīng
白,B,n,B-Color,白,bái
头,E,n,I-Color,大,tóu
吟,S,v,O,口,yín
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
羞,S,v,O,羊,xiū
彼,B,r,O,彳,bǐ
双,E,r,O,又,shuāng
鸳,B,n,B-Nature,鸟,yuān
鸯,E,n,I-Nature,鸟,yāng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
朱,B,nr,B-Color,木,zhū
颜,E,nr,I-Color,页,yán
非,S,h,O,非,fēi
故,S,n,O,攵,gù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
绿,B,nr,B-Color,纟,lǜ
云,E,nr,I-Color,二,yún
懒,B,v,O,忄,lǎn
去,E,v,O,厶,qù
梳,S,v,O,木,shū
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
奈,S,vg,O,大,nài
画,B,n,B-Nature,田,huà
眉,E,n,I-Nature,目,méi
人,S,n,O,人,rén
远,S,a,O,辶,yuǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
傅,B,nr,O,亻,fù
粉,M,nr,B-Color,米,fěn
郎,E,nr,I-Color,阝,láng
去,S,v,O,厶,qù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
镜,B,i,B-Nature,钅,jìng
鸾,M,i,I-Nature,鸟,luán
羞,M,i,O,羊,xiū
自,M,i,O,自,zì
舞,E,i,O,夕,wǔ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,B,v,O,口,zhī
见,E,v,O,见,jiàn
雁,B,nr,B-Nature,隹,yàn
杳,M,nr,O,木,yǎo
鱼,M,nr,B-Nature,鱼,yú
沉,E,nr,O,氵,chén
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
凤,S,nr,B-Nature,几,fèng
隻,S,zg,O,隹,zhī
鸾,S,nr,B-Nature,鸟,luán
孤,S,ng,O,子,gū
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
绿,S,a,B-Color,纟,lǜ
遍,S,q,I-Color,辶,biàn
汀,B,ns,O,氵,tīng
洲,E,ns,O,氵,zhōu
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
又,S,d,O,又,yòu
生,S,v,O,生,shēng
芳,S,nr,B-Nature,艹,fāng
杜,S,nr,I-Nature,木,dù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
芳,B,n,B-Nature,艹,fāng
草,E,n,I-Nature,艹,cǎo
斜,B,n,O,斗,xié
阳,E,n,O,阝,yáng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
轻,B,v,O,车,qīng
移,E,v,O,禾,yí
莲,B,n,B-Nature,艹,lián
步,E,n,I-Nature,止,bù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
你,S,r,O,亻,nǐ
身,B,s,O,身,shēn
上,E,s,O,一,shàng
青,B,ns,B-Color,青,qīng
云,E,ns,I-Color,二,yún
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,B,c,O,口,zhī
怕,E,c,O,忄,pà
亲,B,d,O,亠,qīn
归,E,d,O,彐,guī
黄,B,n,B-Color,黄,huáng
土,E,n,I-Color,土,tǔ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
只,B,c,O,口,zhī
怕,E,c,O,忄,pà
十,B,m,O,十,shí
里,E,m,O,里,lǐ
红,B,n,B-Color,纟,hóng
楼,E,n,I-Color,木,lóu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
少,S,a,O,小,shǎo
什,B,r,O,亻,shí
么,E,r,O,丿,mó
镜,B,i,O,钅,jìng
