word,bound,flag,label,radical,pinyin
星,B,nz,O,日,xīng
星,E,nz,O,日,xīng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
蟾,B,n,B-Nature,虫,chán
宫,E,n,O,宀,gōng
桂,B,nr,B-Nature,木,guì
子,M,nr,O,子,zǐ
才,E,nr,O,扌,cái
堪,B,v,O,土,kān
称,E,v,O,禾,chēng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,n,B-Color,纟,hóng
楼,E,n,I-Color,木,lóu
此,B,t,O,止,cǐ
日,E,t,O,日,rì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
红,B,n,B-Color,纟,hóng
丝,E,n,I-Color,一,sī
待,S,v,O,彳,dài
选,S,v,O,辶,xuǎn
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
须,S,d,O,页,xū
教,S,v,O,攵,jiào
红,B,n,B-Color,纟,hóng
叶,E,n,I-Color,口,yè
传,B,n,O,亻,chuán
情,E,n,O,忄,qíng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,n,B-Color,金,jīn
口,E,n,I-Color,口,kǒu
说,S,v,O,讠,shuō
合,S,v,O,口,hé
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
定,B,v,O,宀,dìng
知,E,v,O,矢,zhī
丹,B,nr,B-Color,丿,dān
桂,E,nr,I-Color,木,guì
近,S,a,O,辶,jìn
仙,S,ng,O,亻,xiān
娃,S,ng,O,女,wá
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
醉,S,v,O,酉,zuì
太,B,ns,O,大,tài
平,E,ns,O,干,píng
】,S,x,O,KUO,KUO
我,S,r,O,戈,wǒ
更,S,d,O,曰,gēng
要,S,v,O,覀,yào
金,B,nr,B-Color,金,jīn
多,M,nr,I-Color,夕,duō
银,E,nr,B-Color,钅,yín
多,S,m,I-Color,夕,duō
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,S,m,O,一,yī
隻,S,y,O,隹,zhī
肥,S,v,B-Nature,月,féi
鹅,S,n,I-Nature,鸟,é
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
琐,S,ag,O,王,suǒ
窗,S,ng,O,穴,chuāng
郎,S,ng,O,阝,láng
】,S,x,O,KUO,KUO
不,B,d,O,一,bù
须,E,d,O,页,xū
用,S,p,O,用,yòng
白,B,ns,B-Color,白,bái
璧,E,ns,I-Color,玉,bì
黄,B,n,B-Color,黄,huáng
金,E,n,I-Color,金,jīn
为,S,p,O,丶,wéi
聘,S,v,O,耳,pìn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
选,B,v,O,辶,xuǎn
中,E,v,O,丨,zhōng
雀,B,n,B-Nature,隹,què
屏,E,n,I-Nature,尸,píng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
十,M,m,O,十,shí
三,E,m,O,一,sān
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
官,S,n,O,宀,guān
媒,B,n,O,女,méi
议,E,n,O,讠,yì
婚,S,n,O,女,hūn
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
高,S,a,O,高,gāo
阳,B,n,O,阝,yáng
台,E,n,O,口,tái
】,S,x,O,KUO,KUO
重,B,n,O,里,zhòng
门,E,n,O,门,mén
半,S,m,O,十,bàn
掩,S,v,O,扌,yǎn
黄,B,t,B-Color,黄,huáng
昏,E,t,I-Color,日,hūn
雨,S,n,O,雨,yǔ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
换,B,v,O,扌,huàn
头,E,v,O,大,tóu
】,S,x,O,KUO,KUO
慵,S,g,O,忄,yōng
临,S,v,O,丨,lín
青,B,n,B-Color,青,qīng
镜,E,n,I-Color,钅,jìng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
顿,S,q,O,页,dùn
添,S,v,O,氵,tiān
华,S,j,B-Color,十,huá
髮,S,yg,I-Color,髟,fà
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
雁,B,nr,B-Nature,隹,yàn
足,M,nr,I-Nature,足,zú
难,E,nr,O,隹,nán
凭,S,p,O,几,píng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
不,B,v,O,一,bù
知,E,v,O,矢,zhī
松,B,nr,B-Nature,木,sōng
菊,E,nr,I-Nature,艹,jú
犹,B,v,O,犭,yóu
存,E,v,O,子,cún
否,S,zg,O,口,fǒu
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
怎,B,c,O,心,zěn
奈,E,c,O,大,nài
椿,B,n,B-Nature,木,chūn
萱,E,n,I-Nature,艹,xuān
老,S,a,O,耂,lǎo
去,S,v,O,厶,qù
何,S,r,O,亻,hé
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
高,S,a,O,高,gāo
阳,B,n,O,阝,yáng
台,E,n,O,口,tái
】,S,x,O,KUO,KUO
闲,B,n,B-Nature,门,xián
藤,E,n,I-Nature,艹,téng
野,B,n,B-Nature,里,yě
蔓,E,n,I-Nature,艹,màn
休,B,v,O,亻,xiū
缠,E,v,O,纟,chán
也,S,d,O,乙,yě
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
俺,S,r,O,亻,ǎn
自,B,v,O,自,zì
有,E,v,O,月,yǒu
正,S,d,O,止,zhèng
兔,B,i,B-Nature,刀,tù
丝,E,i,I-Nature,一,sī
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
亲,S,v,O,亠,qīn
瓜,B,n,B-Nature,瓜,guā
葛,E,n,O,艹,gé
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
换,B,v,O,扌,huàn
头,E,v,O,大,tóu
】,S,x,O,KUO,KUO
紫,B,nr,B-Color,糸,zǐ
阁,E,nr,I-Color,门,gé
名,S,q,O,口,míng
公,S,n,O,八,gōng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
黄,B,n,B-Color,黄,huáng
扉,E,n,I-Color,户,fēi
元,S,m,O,二,yuán
宰,S,n,O,宀,zǎi
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
三,S,m,O,一,sān
槐,B,n,B-Nature,木,huái
位,E,n,O,亻,wèi
里,S,f,O,里,lǐ
排,B,v,O,扌,pái
列,E,v,O,刂,liè
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
金,B,n,B-Color,金,jīn
屋,E,n,I-Color,尸,wū
婵,B,n,O,女,chán
娟,E,n,O,女,juān
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
妖,B,a,O,女,yāo
娆,E,a,O,女,ráo
那,S,r,O,阝,nà
更,S,d,O,曰,gēng
贞,B,nrfg,O,贝,zhēn
洁,E,nrfg,O,氵,jié
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
秦,B,nr,O,禾,qín
楼,E,nr,O,木,lóu
此,B,t,O,止,cǐ
日,E,t,O,日,rì
招,B,n,O,扌,zhāo
凤,M,n,B-Nature,几,fèng
侣,E,n,O,亻,lǚ
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
换,B,v,O,扌,huàn
头,E,v,O,大,tóu
】,S,x,O,KUO,KUO
况,B,nr,O,冫,kuàng
亲,M,nr,O,亠,qīn
奉,E,nr,O,大,fèng
丹,B,nr,B-Color,丿,dān
墀,E,nr,I-Color,土,chí
诏,B,n,O,讠,zhào
旨,E,n,O,日,zhǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
十,M,m,O,十,shí
四,E,m,O,囗,sì
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
激,B,a,O,氵,jī
怒,E,a,O,心,nù
当,S,t,O,彐,dāng
朝,S,ns,O,月,zhāo
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
出,S,v,O,凵,chū
队,B,n,O,阝,duì
子,E,n,O,子,zǐ
】,S,x,O,KUO,KUO
目,B,i,O,目,mù
断,M,i,O,斤,duàn
青,M,i,B-Color,青,qīng
鸾,M,i,I-Color,鸟,luán
瞻,M,i,O,目,zhān
碧,M,i,B-Color,石,bì
雾,E,i,I-Color,雨,wù
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
情,B,n,O,忄,qíng
深,E,n,O,氵,shēn
红,B,n,B-Color,纟,hóng
叶,E,n,I-Color,口,yè
看,S,v,O,目,kàn
金,B,n,B-Color,金,jīn
沟,E,n,I-Color,氵,gōu
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
岂,S,d,O,山,qǐ
无,S,v,O,一,wú
佳,B,n,O,亻,jiā
婿,E,n,O,女,xù
近,S,a,O,辶,jìn
乘,B,nz,O,丿,chéng
龙,E,nz,B-Nature,龙,lóng
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
有,S,v,O,月,yǒu
甚,S,dg,O,甘,shèn
福,S,n,O,礻,fú
缘,S,n,O,纟,yuán
能,S,v,O,月,néng
跨,S,v,O,足,kuà
凤,S,nr,B-Nature,几,fèng
？,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
〔,S,x,O,UNK,UNK
外,S,f,O,夕,wài
〕,S,x,O,UNK,UNK
他,S,r,O,亻,tā
元,B,t,O,二,yuán
来,E,t,O,木,lái
要,S,v,O,覀,yào
奏,S,v,O,大,zòu
丹,B,nr,B-Color,丿,dān
墀,E,nr,I-Color,土,chí
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
羁,B,v,O,罒,jī
縻,E,v,O,糸,mí
鸾,B,n,B-Nature,鸟,luán
凤,E,n,I-Nature,几,fèng
青,B,n,B-Color,青,qīng
丝,E,n,I-Color,一,sī
网,S,n,O,冂,wǎng
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
牢,B,n,O,牛,láo
络,E,n,O,纟,luò
鸳,B,n,B-Nature,鸟,yuān
鸯,E,n,I-Nature,鸟,yāng
碧,B,nr,B-Color,石,bì
玉,E,nr,I-Color,玉,yù
笼,S,n,O,龙,lóng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
第,B,m,O,竹,dì
十,M,m,O,十,shí
五,E,m,O,二,wǔ
出,S,v,O,凵,chū
　,S,x,O,UNK,UNK
金,B,n,O,金,jīn
闺,E,n,O,门,guī
愁,S,v,O,心,chóu
配,S,v,O,酉,pèi
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
剔,S,zg,O,刂,tī
银,B,n,O,钅,yín
灯,E,n,O,火,dēng
】,S,x,O,KUO,KUO
背,S,v,O,月,bèi
飞,B,n,B-Nature,飞,fēi
鸟,E,n,I-Nature,鸟,niǎo
硬,B,n,O,石,yìng
求,E,n,O,水,qiú
来,S,v,O,木,lái
谐,S,ag,O,讠,xié
比,B,n,B-Nature,比,bǐ
翼,E,n,I-Nature,羽,yì
，,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
隔,B,n,O,阝,gé
牆,E,n,B-Nature,爿,qiáng
花,B,v,I-Nature,艹,huā
强,E,v,O,弓,qiáng
攀,B,v,O,手,pān
做,E,v,O,亻,zuò
连,B,a,B-Nature,辶,lián
理,E,a,I-Nature,王,lǐ
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
桂,B,nr,O,木,guì
枝,E,nr,O,木,zhī
香,S,ns,O,香,xiāng
】,S,x,O,KUO,KUO
谩,B,v,O,讠,mán
自,E,v,O,自,zì
去,S,v,O,厶,qù
哀,B,v,O,口,āi
求,E,v,O,水,qiú
金,B,nr,B-Color,金,jīn
殿,E,nr,I-Color,殳,diàn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
大,S,a,O,大,dà
迓,S,g,O,辶,yà
鼓,S,v,O,鼓,gǔ
】,S,x,O,KUO,KUO
只,B,c,O,口,zhī
怕,E,c,O,忄,pà
春,B,nr,B-Nature,日,chūn
花,M,nr,I-Nature,艹,huā
秋,M,nr,O,禾,qiū
月,E,nr,O,月,yuè
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
　,S,x,O,UNK,UNK
【,S,x,O,KUO,KUO
前,B,n,O,刂,qián
腔,E,n,O,月,qiāng
】,S,x,O,KUO,KUO
多,S,m,O,夕,duō
应,S,v,O,广,yīng
他,S,r,O,亻,tā
无,S,v,O,一,wú
玉,B,n,O,玉,yù
种,E,n,O,禾,zhǒng
蓝,B,nr,B-Color,艹,lán
田,E,nr,I-Color,田,tián
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,S,x,O,UNK,UNK
